"act_heat_index","act_heat_index_smart","animal_activity","heat_index","low_pass_over_activity","percentile60_of_5day_temp","stomach_temp","temp_dec_index","temp_height_index","temp_inc_index","temp_without_drink_cycles","time","CowID"
"","","0.0","","0.0","","","","","","","2019-01-09 15:25:00","9902"
"","","6.37","","3.888","","","","","","","2019-01-09 15:35:00","9902"
"","","4.48","","6.239","","","","","","","2019-01-09 15:45:00","9902"
"","","9.08","","8.568","","","","","","38.55","2019-01-09 15:55:00","9902"
"","","9.0","","11.25","","","","","","39.13","2019-01-09 16:05:00","9902"
"","","4.92","","13.038","","","","","","39.38","2019-01-09 16:15:00","9902"
"","","9.15","","16.701","","","","","","39.38","2019-01-09 16:25:00","9902"
"","","5.09","","17.476","","","","","","39.31","2019-01-09 16:35:00","9902"
"","","4.45","","17.724","","","","","","39.23","2019-01-09 16:45:00","9902"
"","","7.62","","17.203","","","","","","39.14","2019-01-09 16:55:00","9902"
"","","7.19","","16.467","","","","","","39.1","2019-01-09 17:05:00","9902"
"","","3.95","","15.73","","","","","","39.36","2019-01-09 17:15:00","9902"
"","","3.45","","13.675","","","","","","39.54","2019-01-09 17:25:00","9902"
"","","4.57","","13.211","","","","","","39.6","2019-01-09 17:35:00","9902"
"","","4.84","","12.999","","","","","","39.75","2019-01-09 17:45:00","9902"
"","","3.8","","12.787","","","","","","39.75","2019-01-09 17:55:00","9902"
"","","5.23","","11.831","","","","","","39.67","2019-01-09 18:05:00","9902"
"","","5.44","","11.033","","","","","","39.58","2019-01-09 18:15:00","9902"
"","","3.33","","11.554","","","","","","39.5","2019-01-09 18:25:00","9902"
"","","6.51","","12.161","","","","","","39.42","2019-01-09 18:35:00","9902"
"","","4.48","","12.124","","","","","","39.51","2019-01-09 18:45:00","9902"
"","","5.27","","12.409","","","","","","39.51","2019-01-09 18:55:00","9902"
"","","3.68","","12.262","","","","","","39.5","2019-01-09 19:05:00","9902"
"","","3.49","","11.632","","","","","","39.5","2019-01-09 19:15:00","9902"
"","","5.33","","11.001","","","","","","39.53","2019-01-09 19:25:00","9902"
"","","3.97","","10.402","","","","","","39.58","2019-01-09 19:35:00","9902"
"","","6.99","","10.748","","","","","","39.63","2019-01-09 19:45:00","9902"
"","","2.96","","10.219","","","","","","39.64","2019-01-09 19:55:00","9902"
"","","2.46","","9.601","","","","","","39.72","2019-01-09 20:05:00","9902"
"","","3.01","","9.308","","","","","","39.86","2019-01-09 20:15:00","9902"
"","","2.59","","8.864","","","","","","39.93","2019-01-09 20:25:00","9902"
"","","2.58","","8.302","","","","","","40.04","2019-01-09 20:35:00","9902"
"","","3.19","","7.187","","","","","","40.15","2019-01-09 20:45:00","9902"
"","","3.0","","6.792","","","","","","40.17","2019-01-09 20:55:00","9902"
"","","5.17","","6.886","","","","","","40.2","2019-01-09 21:05:00","9902"
"","","1.88","","6.902","","","","","","40.17","2019-01-09 21:15:00","9902"
"","","2.52","","6.874","","","","","","40.16","2019-01-09 21:25:00","9902"
"","","2.04","","6.65","","","","","","40.08","2019-01-09 21:35:00","9902"
"","","1.68","","6.426","","","","","","40.06","2019-01-09 21:45:00","9902"
"","","2.36","","6.035","","","","","","40.08","2019-01-09 21:55:00","9902"
"","","4.31","","5.698","","","","","","40.16","2019-01-09 22:05:00","9902"
"","","6.42","","6.231","","","","","","40.16","2019-01-09 22:15:00","9902"
"","","5.35","","7.382","","","","","","40.08","2019-01-09 22:25:00","9902"
"","","3.03","","8.73","","","","","","39.99","2019-01-09 22:35:00","9902"
"","","3.729","","9.417","","","","","","39.91","2019-01-09 22:45:00","9902"
"","","2.369","","9.82","","","","","","39.83","2019-01-09 22:55:00","9902"
"","","1.929","","9.824","","","","","","39.8","2019-01-09 23:05:00","9902"
"","","1.589","","8.855","","","","","","39.82","2019-01-09 23:15:00","9902"
"","","3.039","","7.462","","","","","","39.89","2019-01-09 23:25:00","9902"
"","","5.119","","6.522","","","","","","40.09","2019-01-09 23:35:00","9902"
"","","3.209","","6.31","","","","","","40.11","2019-01-09 23:45:00","9902"
"","","2.659","","6.383","","","","","","40.11","2019-01-09 23:55:00","9902"
"","","3.099","","6.68","","","","","","40.08","2019-01-10 00:05:00","9902"
