"act_heat_index","act_heat_index_smart","animal_activity","heat_index","low_pass_over_activity","percentile60_of_5day_temp","stomach_temp","temp_dec_index","temp_height_index","temp_inc_index","temp_without_drink_cycles","time","CowID"
"","","0.0","","0.0","","","","","","","2018-07-13 13:53:00","11650"
"","","6.07","","3.705","","","","","","","2018-07-13 14:03:00","11650"
"","","4.4","","6.052","","","","","","","2018-07-13 14:13:00","11650"
"","","7.49","","8.244","","","","","","39.34","2018-07-13 14:23:00","11650"
"","","3.82","","8.744","","","","","","39.7","2018-07-13 14:33:00","11650"
"","","4.21","","9.0","","","","","","39.79","2018-07-13 14:43:00","11650"
"","","4.44","","10.714","","","","","","39.79","2018-07-13 14:53:00","11650"
"","","6.3","","11.286","","","","","","39.79","2018-07-13 15:03:00","11650"
"","","7.44","","12.059","","","","","","39.79","2018-07-13 15:13:00","11650"
"","","5.07","","12.153","","","","","","39.76","2018-07-13 15:23:00","11650"
"","","5.54","","12.617","","","","","","39.73","2018-07-13 15:33:00","11650"
"","","3.969","","12.967","","","","","","39.73","2018-07-13 15:43:00","11650"
"","","4.109","","12.925","","","","","","39.76","2018-07-13 15:53:00","11650"
"","","5.6","","12.791","","","","","","39.79","2018-07-13 16:03:00","11650"
"","","4.88","","12.213","","","","","","39.88","2018-07-13 16:13:00","11650"
"","","6.56","","11.928","","","","","","39.88","2018-07-13 16:23:00","11650"
"","","3.339","","11.659","","","","","","39.8","2018-07-13 16:33:00","11650"
"","","3.539","","11.036","","","","","","39.72","2018-07-13 16:43:00","11650"
"","","3.989","","10.804","","","","","","39.63","2018-07-13 16:53:00","11650"
"","","3.639","","10.613","","","","","","39.55","2018-07-13 17:03:00","11650"
"","","7.71","","10.25","","","","","","39.47","2018-07-13 17:13:00","11650"
"","","4.54","","9.819","","","","","","39.38","2018-07-13 17:23:00","11650"
"","","14.079","","10.971","","","","","","39.3","2018-07-13 17:33:00","11650"
"","","10.45","","13.783","","","","","","39.4","2018-07-13 17:43:00","11650"
"","","6.239","","16.596","","","","","","39.55","2018-07-13 17:53:00","11650"
"","","4.489","","17.654","","","","","","39.55","2018-07-13 18:03:00","11650"
"","","9.16","","18.57","","","","","","39.58","2018-07-13 18:13:00","11650"
"","","9.68","","20.45","","","","","","39.55","2018-07-13 18:23:00","11650"
"","","3.929","","21.041","","","","","","39.52","2018-07-13 18:33:00","11650"
"","","7.109","","19.681","","","","","","39.44","2018-07-13 18:43:00","11650"
"","","5.09","","17.499","","","","","","39.49","2018-07-13 18:53:00","11650"
"","","6.26","","17.508","","","","","","39.49","2018-07-13 19:03:00","11650"
"","","4.059","","17.04","","","","","","39.58","2018-07-13 19:13:00","11650"
"","","6.74","","15.86","","","","","","39.73","2018-07-13 19:23:00","11650"
"","","5.06","","14.191","","","","","","39.82","2018-07-13 19:33:00","11650"
"","","6.66","","14.008","","","","","","39.82","2018-07-13 19:43:00","11650"
"","","6.51","","14.586","","","","","","39.85","2018-07-13 19:53:00","11650"
"","","6.3","","14.688","","","","","","39.85","2018-07-13 20:03:00","11650"
"","","5.76","","15.181","","","","","","39.77","2018-07-13 20:13:00","11650"
"","","5.569","","14.977","","","","","","39.69","2018-07-13 20:23:00","11650"
"","","4.859","","15.184","","","","","","39.6","2018-07-13 20:33:00","11650"
"","","6.39","","14.74","","","","","","39.52","2018-07-13 20:43:00","11650"
"","","6.109","","14.577","","","","","","39.44","2018-07-13 20:53:00","11650"
"","","8.709","","14.528","","","","","","39.4","2018-07-13 21:03:00","11650"
"","","3.379","","14.45","","","","","","39.55","2018-07-13 21:13:00","11650"
"","","4.989","","14.137","","","","","","39.61","2018-07-13 21:23:00","11650"
"","","3.939","","13.473","","","","","","39.64","2018-07-13 21:33:00","11650"
"","","5.859","","13.237","","","","","","39.7","2018-07-13 21:43:00","11650"
"","","4.72","","12.672","","","","","","39.76","2018-07-13 21:53:00","11650"
"","","3.979","","11.992","","","","","","39.79","2018-07-13 22:03:00","11650"
"","","5.27","","11.427","","","","","","39.82","2018-07-13 22:13:00","11650"
"","","4.56","","11.252","","","","","","39.88","2018-07-13 22:23:00","11650"
"","","5.229","","11.777","","","","","","39.97","2018-07-13 22:33:00","11650"
"","","3.649","","11.603","","","","","","40.12","2018-07-13 22:43:00","11650"
"","","3.909","","11.273","","","","","","40.19","2018-07-13 22:53:00","11650"
"","","4.62","","10.943","","","","","","40.19","2018-07-13 23:03:00","11650"
"","","4.11","","10.694","","","","","","40.1","2018-07-13 23:13:00","11650"
"","","2.53","","10.511","","","","","","40.06","2018-07-13 23:23:00","11650"
"","","3.24","","9.702","","","","","","40.06","2018-07-13 23:33:00","11650"
"","","4.8","","9.164","","","","","","40.06","2018-07-13 23:43:00","11650"
"","","4.76","","9.511","","","","","","40.06","2018-07-13 23:53:00","11650"
"","","4.8","","9.873","","","","","","40.06","2018-07-14 00:03:00","11650"
"","","5.12","","10.154","","","","","","40.22","2018-07-14 00:13:00","11650"
"","","4.13","","10.435","","","","","","40.28","2018-07-14 00:23:00","11650"
"","","4.22","","10.834","","","","","","40.34","2018-07-14 00:33:00","11650"
"","","4.52","","11.233","","","","","","40.4","2018-07-14 00:43:00","11650"
"","","4.99","","11.135","","","","","","40.4","2018-07-14 00:53:00","11650"
"","","5.23","","11.212","","","","","","40.43","2018-07-14 01:03:00","11650"
"","","3.95","","11.29","","","","","","40.49","2018-07-14 01:13:00","11650"
"","","5.7","","11.465","","","","","","40.49","2018-07-14 01:23:00","11650"
"","","3.06","","11.355","","","","","","40.43","2018-07-14 01:33:00","11650"
"","","4.17","","11.334","","","","","","40.35","2018-07-14 01:43:00","11650"
"","","3.27","","10.826","","","","","","40.26","2018-07-14 01:53:00","11650"
"","","3.969","","10.41","","","","","","40.49","2018-07-14 02:03:00","11650"
"","","5.279","","9.995","","","","","","40.61","2018-07-14 02:13:00","11650"
"","","4.449","","9.677","","","","","","40.71","2018-07-14 02:23:00","11650"
"","","4.839","","10.039","","","","","","40.83","2018-07-14 02:33:00","11650"
"","","5.369","","10.311","","","","","","40.98","2018-07-14 02:43:00","11650"
"","","5.249","","11.116","","","","","","41.08","2018-07-14 02:53:00","11650"
"","","3.599","","11.637","","","","","","41.17","2018-07-14 03:03:00","11650"
"","","7.439","","12.158","","","","","","41.23","2018-07-14 03:13:00","11650"
"","","5.699","","12.667","","","","","","41.26","2018-07-14 03:23:00","11650"
"","","4.819","","13.017","","","","","","41.26","2018-07-14 03:33:00","11650"
"","","4.529","","13.009","","","","","","41.29","2018-07-14 03:43:00","11650"
"","","3.479","","12.716","","","","","","41.35","2018-07-14 03:53:00","11650"
"","","3.859","","12.15","","","","","","41.42","2018-07-14 04:03:00","11650"
"","","4.91","","11.584","","","","","","41.42","2018-07-14 04:13:00","11650"
"","","4.88","","11.251","","","","","","41.38","2018-07-14 04:23:00","11650"
"","","3.5","","10.918","","","","","","41.38","2018-07-14 04:33:00","11650"
"","","4.15","","10.645","","","","","","41.42","2018-07-14 04:43:00","11650"
"","","2.87","","10.227","","","","","","41.51","2018-07-14 04:53:00","11650"
"","","3.68","","10.154","","","","","","41.54","2018-07-14 05:03:00","11650"
"","","2.84","","9.751","","","","","","41.54","2018-07-14 05:13:00","11650"
"","","4.58","","9.263","","","","","","41.57","2018-07-14 05:23:00","11650"
"","","4.84","","9.141","","","","","","41.6","2018-07-14 05:33:00","11650"
"","","3.01","","9.316","","","","","","41.63","2018-07-14 05:43:00","11650"
"","","3.76","","9.422","","","","","","41.66","2018-07-14 05:53:00","11650"
"","","4.84","","9.454","","","","","","41.7","2018-07-14 06:03:00","11650"
"","","3.55","","9.816","","","","","","41.73","2018-07-14 06:13:00","11650"
"","","2.58","","9.763","","","","","","41.73","2018-07-14 06:23:00","11650"
"","","3.05","","9.141","","","","","","41.73","2018-07-14 06:33:00","11650"
"","","2.33","","8.327","","","","","","41.82","2018-07-14 06:43:00","11650"
"","","2.38","","7.765","","","","","","41.94","2018-07-14 06:53:00","11650"
"","","1.92","","7.183","","","","","","42.01","2018-07-14 07:03:00","11650"
"","","2.51","","6.621","","","","","","42.01","2018-07-14 07:13:00","11650"
"","","2.699","","6.198","","","","","","41.98","2018-07-14 07:23:00","11650"
"","","3.78","","6.055","","","","","","41.94","2018-07-14 07:33:00","11650"
