"act_heat_index","act_heat_index_smart","animal_activity","heat_index","low_pass_over_activity","percentile60_of_5day_temp","stomach_temp","temp_dec_index","temp_height_index","temp_inc_index","temp_without_drink_cycles","time","CowID"
"","","0.0","","0.0","","","","","","","2019-01-09 15:27:00","11127"
"","","6.91","","4.218","","","","","","","2019-01-09 15:37:00","11127"
"","","4.66","","6.605","","","","","","","2019-01-09 15:47:00","11127"
"","","11.28","","9.172","","","","","","39.68","2019-01-09 15:57:00","11127"
"","","6.36","","10.444","","","","","","40.01","2019-01-09 16:07:00","11127"
"","","8.74","","12.26","","","","","","40.01","2019-01-09 16:17:00","11127"
"","","7.94","","15.492","","","","","","39.93","2019-01-09 16:27:00","11127"
"","","5.86","","17.317","","","","","","39.86","2019-01-09 16:37:00","11127"
"","","4.019","","17.806","","","","","","39.86","2019-01-09 16:47:00","11127"
"","","7.84","","17.378","","","","","","39.89","2019-01-09 16:57:00","11127"
"","","6.61","","17.48","","","","","","39.98","2019-01-09 17:07:00","11127"
"","","3.53","","16.613","","","","","","40.05","2019-01-09 17:17:00","11127"
"","","3.06","","14.818","","","","","","40.12","2019-01-09 17:27:00","11127"
"","","3.9","","13.024","","","","","","40.3","2019-01-09 17:37:00","11127"
"","","8.95","","12.226","","","","","","40.4","2019-01-09 17:47:00","11127"
"","","7.67","","12.962","","","","","","40.49","2019-01-09 17:57:00","11127"
"","","9.29","","13.915","","","","","","40.49","2019-01-09 18:07:00","11127"
"","","7.32","","14.346","","","","","","40.41","2019-01-09 18:17:00","11127"
"","","6.36","","15.889","","","","","","40.32","2019-01-09 18:27:00","11127"
"","","12.58","","17.431","","","","","","40.24","2019-01-09 18:37:00","11127"
"","","8.43","","19.275","","","","","","40.16","2019-01-09 18:47:00","11127"
"","","8.87","","19.763","","","","","","40.07","2019-01-09 18:57:00","11127"
"","","7.48","","19.552","","","","","","39.99","2019-01-09 19:07:00","11127"
"","","7.06","","19.474","","","","","","39.91","2019-01-09 19:17:00","11127"
"","","5.67","","19.369","","","","","","39.82","2019-01-09 19:27:00","11127"
"","","5.58","","18.697","","","","","","39.74","2019-01-09 19:37:00","11127"
"","","5.85","","17.574","","","","","","39.66","2019-01-09 19:47:00","11127"
"","","8.629","","16.345","","","","","","39.57","2019-01-09 19:57:00","11127"
"","","7.719","","16.055","","","","","","39.61","2019-01-09 20:07:00","11127"
"","","8.93","","16.523","","","","","","39.71","2019-01-09 20:17:00","11127"
"","","9.15","","17.284","","","","","","39.74","2019-01-09 20:27:00","11127"
"","","8.109","","18.611","","","","","","39.74","2019-01-09 20:37:00","11127"
"","","10.34","","20.027","","","","","","39.74","2019-01-09 20:47:00","11127"
"","","4.78","","20.947","","","","","","39.74","2019-01-09 20:57:00","11127"
"","","5.16","","19.905","","","","","","39.88","2019-01-09 21:07:00","11127"
"","","5.41","","18.493","","","","","","39.95","2019-01-09 21:17:00","11127"
"","","3.55","","16.959","","","","","","39.98","2019-01-09 21:27:00","11127"
"","","1.489","","14.769","","","","","","40.11","2019-01-09 21:37:00","11127"
"","","2.949","","12.245","","","","","","40.18","2019-01-09 21:47:00","11127"
"","","3.75","","10.145","","","","","","40.3","2019-01-09 21:57:00","11127"
"","","3.6","","9.51","","","","","","40.37","2019-01-09 22:07:00","11127"
"","","6.27","","8.936","","","","","","40.4","2019-01-09 22:17:00","11127"
"","","4.1","","8.505","","","","","","40.42","2019-01-09 22:27:00","11127"
"","","3.809","","8.729","","","","","","40.43","2019-01-09 22:37:00","11127"
"","","3.809","","9.079","","","","","","40.47","2019-01-09 22:47:00","11127"
"","","4.069","","9.429","","","","","","40.52","2019-01-09 22:57:00","11127"
"","","4.799","","9.62","","","","","","40.52","2019-01-09 23:07:00","11127"
"","","3.489","","9.75","","","","","","40.52","2019-01-09 23:17:00","11127"
"","","2.849","","9.501","","","","","","40.53","2019-01-09 23:27:00","11127"
"","","6.279","","9.252","","","","","","40.66","2019-01-09 23:37:00","11127"
"","","7.34","","10.258","","","","","","40.66","2019-01-09 23:47:00","11127"
"","","9.96","","11.695","","","","","","40.66","2019-01-09 23:57:00","11127"
"","","8.92","","13.669","","","","","","40.58","2019-01-10 00:07:00","11127"
"","","6.77","","15.643","","","","","","40.49","2019-01-10 00:17:00","11127"
"","","7.49","","17.709","","","","","","40.41","2019-01-10 00:27:00","11127"
"","","7.51","","18.9","","","","","","40.33","2019-01-10 00:37:00","11127"
"","","10.43","","19.401","","","","","","40.24","2019-01-10 00:47:00","11127"
"","","7.22","","19.47","","","","","","40.16","2019-01-10 00:57:00","11127"
"","","8.27","","19.206","","","","","","40.08","2019-01-10 01:07:00","11127"
"","","7.96","","18.815","","","","","","39.99","2019-01-10 01:17:00","11127"
"","","4.0","","19.006","","","","","","39.91","2019-01-10 01:27:00","11127"
"","","5.27","","18.103","","","","","","39.94","2019-01-10 01:37:00","11127"
"","","4.22","","16.764","","","","","","40.01","2019-01-10 01:47:00","11127"
"","","5.109","","15.787","","","","","","40.19","2019-01-10 01:57:00","11127"
"","","6.999","","14.5","","","","","","40.3","2019-01-10 02:07:00","11127"
"","","5.609","","13.543","","","","","","40.46","2019-01-10 02:17:00","11127"
"","","5.76","","12.648","","","","","","40.54","2019-01-10 02:27:00","11127"
"","","9.309","","12.847","","","","","","40.54","2019-01-10 02:37:00","11127"
"","","8.909","","14.756","","","","","","40.54","2019-01-10 02:47:00","11127"
"","","6.219","","16.302","","","","","","40.59","2019-01-10 02:57:00","11127"
"","","3.359","","16.754","","","","","","40.59","2019-01-10 03:07:00","11127"
"","","3.439","","15.871","","","","","","40.59","2019-01-10 03:17:00","11127"
"","","4.249","","14.926","","","","","","40.59","2019-01-10 03:27:00","11127"
"","","3.739","","14.104","","","","","","40.6","2019-01-10 03:37:00","11127"
"","","3.959","","12.089","","","","","","40.73","2019-01-10 03:47:00","11127"
"","","5.029","","10.074","","","","","","40.81","2019-01-10 03:57:00","11127"
"","","4.589","","9.411","","","","","","40.84","2019-01-10 04:07:00","11127"
"","","5.429","","10.058","","","","","","40.84","2019-01-10 04:17:00","11127"
"","","6.529","","10.868","","","","","","40.77","2019-01-10 04:27:00","11127"
"","","6.169","","11.857","","","","","","40.73","2019-01-10 04:37:00","11127"
"","","4.709","","12.757","","","","","","40.71","2019-01-10 04:47:00","11127"
"","","3.749","","13.062","","","","","","40.63","2019-01-10 04:57:00","11127"
"","","3.039","","12.72","","","","","","40.54","2019-01-10 05:07:00","11127"
"","","3.209","","11.979","","","","","","40.46","2019-01-10 05:17:00","11127"
"","","4.239","","11.076","","","","","","40.39","2019-01-10 05:27:00","11127"
"","","10.15","","10.29","","","","","","40.37","2019-01-10 05:37:00","11127"
"","","5.48","","10.01","","","","","","40.35","2019-01-10 05:47:00","11127"
"","","6.27","","10.645","","","","","","40.27","2019-01-10 05:57:00","11127"
"","","5.01","","11.35","","","","","","40.18","2019-01-10 06:07:00","11127"
"","","4.98","","12.083","","","","","","40.1","2019-01-10 06:17:00","11127"
"","","4.37","","12.803","","","","","","40.02","2019-01-10 06:27:00","11127"
"","","4.059","","12.857","","","","","","39.93","2019-01-10 06:37:00","11127"
"","","6.38","","12.405","","","","","","39.85","2019-01-10 06:47:00","11127"
"","","8.78","","12.45","","","","","","39.77","2019-01-10 06:57:00","11127"
"","","6.36","","12.816","","","","","","39.8","2019-01-10 07:07:00","11127"
"","","4.55","","13.365","","","","","","39.8","2019-01-10 07:17:00","11127"
"","","3.78","","13.19","","","","","","39.84","2019-01-10 07:27:00","11127"
"","","2.57","","12.95","","","","","","40.0","2019-01-10 07:37:00","11127"
"","","2.79","","12.307","","","","","","40.04","2019-01-10 07:47:00","11127"
"","","3.98","","10.846","","","","","","40.08","2019-01-10 07:57:00","11127"
"","","4.54","","9.869","","","","","","40.19","2019-01-10 08:07:00","11127"
"","","8.06","","9.129","","","","","","40.29","2019-01-10 08:17:00","11127"
"","","7.93","","10.504","","","","","","40.35","2019-01-10 08:27:00","11127"
"","","10.35","","12.246","","","","","","40.36","2019-01-10 08:37:00","11127"
