"act_heat_index","act_heat_index_smart","animal_activity","heat_index","low_pass_over_activity","percentile60_of_5day_temp","stomach_temp","temp_dec_index","temp_height_index","temp_inc_index","temp_without_drink_cycles","time","CowID"
"","","10.39","","21.619","40.0","","","-0.229","4.2e-2","39.77","2019-09-17 08:10:00","12447"
"","","9.45","","23.231","40.0","","","-0.259","3.1e-2","39.74","2019-09-17 08:20:00","12447"
"","","8.0","","23.972","40.0","","","-0.259","2.1e-2","39.74","2019-09-17 08:30:00","12447"
"","","5.75","","23.211","40.0","","","-0.259","9.0e-3","39.74","2019-09-17 08:40:00","12447"
"","","4.189","","21.534","40.0","","","-0.34","0.0","39.66","2019-09-17 08:50:00","12447"
"","","4.26","","19.251","40.0","","0.454","-0.399","0.0","39.6","2019-09-17 09:00:00","12447"
"","","1.489","","16.727","40.0","","","-0.399","0.0","39.6","2019-09-17 09:10:00","12447"
"","","5.439","","14.614","40.0","","","-0.39","0.0","39.61","2019-09-17 09:20:00","12447"
"","","6.709","","12.982","40.0","","","-0.39","0.0","39.61","2019-09-17 09:30:00","12447"
"","","5.439","","11.94","40.0","","","-0.39","0.0","39.61","2019-09-17 09:40:00","12447"
"","","5.51","","11.842","40.0","","","-0.39","0.0","39.61","2019-09-17 09:50:00","12447"
"","","5.18","","12.322","40.0","","0.516","-0.359","0.0","39.64","2019-09-17 10:00:00","12447"
"","","4.019","","12.725","40.0","","","-0.359","0.0","39.64","2019-09-17 10:10:00","12447"
"","","3.839","","12.627","40.0","","","-0.439","0.0","39.56","2019-09-17 10:20:00","12447"
"","","3.659","","11.976","40.0","","","-0.45","0.0","39.55","2019-09-17 10:30:00","12447"
"","","5.129","","11.325","40.0","","","-0.45","0.0","39.55","2019-09-17 10:40:00","12447"
"","","3.509","","10.571","40.0","","","-0.429","0.0","39.57","2019-09-17 10:50:00","12447"
"","","3.749","","9.884","40.0","","0.549","-0.429","0.0","39.57","2019-09-17 11:00:00","12447"
"","","3.639","","9.256","40.0","","","-0.5","0.0","39.5","2019-09-17 11:10:00","12447"
"","","3.989","","9.146","40.0","","","-0.5","0.0","39.5","2019-09-17 11:20:00","12447"
"","","7.439","","9.207","40.0","","","-0.49","0.0","39.51","2019-09-17 11:30:00","12447"
"","","4.59","","9.513","40.0","","","-0.429","0.0","39.57","2019-09-17 11:40:00","12447"
"","","4.93","","10.03","40.0","","","-0.429","0.0","39.57","2019-09-17 11:50:00","12447"
"","","3.139","","10.373","40.0","","0.561","-0.429","0.0","39.57","2019-09-17 12:00:00","12447"
"","","4.6","","10.764","40.0","","","-0.45","0.0","39.55","2019-09-17 12:10:00","12447"
"","","3.639","","10.719","40.0","","","-0.5","0.0","39.5","2019-09-17 12:20:00","12447"
"","","2.42","","10.577","40.0","","","-0.5","0.0","39.5","2019-09-17 12:30:00","12447"
"","","7.32","","10.19","40.0","","","-0.359","0.0","39.64","2019-09-17 12:40:00","12447"
"","","9.39","","11.162","40.0","","","-0.359","0.0","39.64","2019-09-17 12:50:00","12447"
"","","8.63","","12.807","40.0","","0.585","-0.39","0.0","39.61","2019-09-17 13:00:00","12447"
"","","6.73","","14.447","40.0","","","-0.39","0.0","39.61","2019-09-17 13:10:00","12447"
"","","10.28","","16.478","40.0","","","-0.39","0.0","39.61","2019-09-17 13:20:00","12447"
"","","2.579","","10.73","39.67","","","-0.84","0.0","38.83","2019-09-29 08:10:00","12447"
"","","3.889","","10.152","39.67","","","-0.92","0.0","38.75","2019-09-29 08:20:00","12447"
"","","13.159","","9.598","39.67","","","-1.01","0.0","38.66","2019-09-29 08:30:00","12447"
