"act_heat_index","act_heat_index_smart","animal_activity","heat_index","low_pass_over_activity","percentile60_of_5day_temp","stomach_temp","temp_dec_index","temp_height_index","temp_inc_index","temp_without_drink_cycles","time","CowID"
"","","0.0","","0.0","","","","","","","2019-02-20 14:09:00","8038"
"","","4.69","","2.863","","","","","","","2019-02-20 14:19:00","8038"
"","","6.1","","5.726","","","","","","","2019-02-20 14:29:00","8038"
"","","0.0","","7.158","","","","","","18.92","2019-02-20 14:39:00","8038"
"","","8.92","","8.705","","","","","","18.84","2019-02-20 14:49:00","8038"
"","","1.54","","7.881","","","","","","18.76","2019-02-20 14:59:00","8038"
"","","4.77","","9.822","","","","","","36.59","2019-02-20 15:09:00","8038"
"","","2.65","","9.947","","","","","","39.25","2019-02-20 15:19:00","8038"
"","","1.97","","9.116","","","","","","39.7","2019-02-20 15:29:00","8038"
"","","1.06","","8.009","","","","","","39.76","2019-02-20 15:39:00","8038"
"","","0.82","","5.958","","","","","","39.76","2019-02-20 15:49:00","8038"
"","","1.68","","5.763","","","","","","39.79","2019-02-20 15:59:00","8038"
"","","2.14","","4.505","","","","","","39.82","2019-02-20 16:09:00","8038"
"","","6.16","","4.297","","","","","","39.82","2019-02-20 16:19:00","8038"
"","","3.42","","4.611","","","","","","39.74","2019-02-20 16:29:00","8038"
"","","1.319","","5.201","","","","","","39.66","2019-02-20 16:39:00","8038"
"","","1.839","","5.518","","","","","","39.57","2019-02-20 16:49:00","8038"
"","","2.96","","5.835","","","","","","39.49","2019-02-20 16:59:00","8038"
"","","2.57","","6.197","","","","","","39.41","2019-02-20 17:09:00","8038"
"","","2.739","","6.441","","","","","","39.32","2019-02-20 17:19:00","8038"
"","","1.319","","6.095","","","","","","39.24","2019-02-20 17:29:00","8038"
"","","1.249","","5.24","","","","","","39.19","2019-02-20 17:39:00","8038"
"","","1.149","","5.0","","","","","","39.4","2019-02-20 17:49:00","8038"
"","","1.589","","4.76","","","","","","39.55","2019-02-20 17:59:00","8038"
"","","3.099","","4.361","","","","","","39.55","2019-02-20 18:09:00","8038"
"","","2.899","","4.426","","","","","","39.47","2019-02-20 18:19:00","8038"
"","","2.159","","4.56","","","","","","39.38","2019-02-20 18:29:00","8038"
"","","3.019","","5.203","","","","","","39.3","2019-02-20 18:39:00","8038"
"","","2.329","","5.642","","","","","","39.22","2019-02-20 18:49:00","8038"
"","","3.989","","6.363","","","","","","39.13","2019-02-20 18:59:00","8038"
"","","2.8","","6.855","","","","","","39.05","2019-02-20 19:09:00","8038"
"","","3.03","","6.909","","","","","","38.97","2019-02-20 19:19:00","8038"
"","","2.09","","6.868","","","","","","38.88","2019-02-20 19:29:00","8038"
"","","2.889","","6.864","","","","","","38.86","2019-02-20 19:39:00","8038"
"","","1.369","","6.767","","","","","","39.01","2019-02-20 19:49:00","8038"
"","","2.309","","6.478","","","","","","39.22","2019-02-20 19:59:00","8038"
"","","1.529","","5.961","","","","","","39.46","2019-02-20 20:09:00","8038"
"","","1.199","","5.35","","","","","","39.46","2019-02-20 20:19:00","8038"
"","","1.349","","4.759","","","","","","39.46","2019-02-20 20:29:00","8038"
"","","2.499","","4.133","","","","","","39.49","2019-02-20 20:39:00","8038"
"","","1.639","","3.949","","","","","","39.58","2019-02-20 20:49:00","8038"
"","","1.549","","3.676","","","","","","39.64","2019-02-20 20:59:00","8038"
"","","1.869","","3.721","","","","","","39.7","2019-02-20 21:09:00","8038"
"","","2.119","","3.859","","","","","","39.85","2019-02-20 21:19:00","8038"
"","","3.489","","4.173","","","","","","39.88","2019-02-20 21:29:00","8038"
"","","1.989","","4.486","","","","","","39.88","2019-02-20 21:39:00","8038"
"","","2.769","","4.946","","","","","","39.88","2019-02-20 21:49:00","8038"
"","","2.679","","5.369","","","","","","39.88","2019-02-20 21:59:00","8038"
"","","2.539","","5.793","","","","","","39.94","2019-02-20 22:09:00","8038"
"","","2.939","","6.122","","","","","","40.03","2019-02-20 22:19:00","8038"
"","","3.959","","6.456","","","","","","40.1","2019-02-20 22:29:00","8038"
"","","2.599","","6.79","","","","","","40.12","2019-02-20 22:39:00","8038"
"","","4.17","","7.274","","","","","","40.16","2019-02-20 22:49:00","8038"
"","","3.17","","7.474","","","","","","40.22","2019-02-20 22:59:00","8038"
"","","3.94","","7.987","","","","","","40.34","2019-02-20 23:09:00","8038"
