,Unnamed: 0,datesql,Animal_ID,Group_ID,Lactation_Num,DIM,AnimalStatus,Gynecology_Status,Yield(gr),ProdRate(gr/hr),Fat(%),Avg_Fat(%),Protein(%),Avg_Protein(%),Lactose,Avg_Lactose(%),Conductivity,Avg_Conductivity,Milking_Time(seconds),Avg_Milking_Time(seconds),Activity(steps/hr),ActivityDeviation(%),RestBout(#),RestPerBout(min),RestRatio(%),RestRestlessness,RestTime(min),Weight(gr),monetary_worth
87331,166800,2018-06-13,1476396855,14,1,296,Dry,Pregnant,15216.0,1065.0,3.99,4.04,3.25,3.03,4.56,4.37,9.6,9.3,189.0,172.0,341.0,95.0,9.0,72.0,45.0,43.0,649.0,0.0,5598.128390484579
87341,166812,2018-06-13,1476396868,14,4,369,Dry,Pregnant,331.0,19.0,0.0,4.74,0.0,2.77,0.0,2.03,8.8,12.0,129.0,133.0,305.0,118.0,3.0,60.0,13.0,152.0,180.0,0.0,114.618302417729
87389,166865,2018-06-13,1476396922,14,1,292,Dry,Pregnant,13574.0,1059.0,4.26,4.17,3.09,2.95,4.65,4.51,9.8,9.5,176.0,182.0,274.0,101.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,5585.929373351848
87573,167085,2018-06-13,1476397180,14,1,319,Dry,Pregnant,15815.0,1221.0,4.14,3.87,3.15,2.92,4.78,4.62,9.2,9.1,169.0,167.0,323.0,143.0,7.0,56.0,27.0,70.0,393.0,0.0,6465.55078810477
87588,167101,2018-06-13,1476397196,14,1,407,Dry,Pregnant,8787.0,602.0,4.99,4.29,3.17,3.25,4.6,4.6,9.5,9.6,170.0,184.0,255.0,92.0,18.0,31.0,38.0,38.0,552.0,0.0,3560.7529780171044
87666,167193,2018-06-13,1476397310,14,1,459,Dry,Pregnant,11303.0,800.0,5.45,5.23,3.13,2.91,4.54,4.75,8.9,9.2,146.0,154.0,233.0,48.0,5.0,68.0,23.0,68.0,339.0,0.0,3703.4240871452375
87683,167215,2018-06-13,1476397337,14,1,339,Dry,Pregnant,17057.0,1197.0,4.33,3.93,3.21,3.04,4.59,4.38,8.2,8.2,155.0,159.0,275.0,129.0,4.0,88.0,24.0,72.0,352.0,0.0,7425.792227208404
94328,175219,2018-06-19,80,14,2,279,Dry,Pregnant,18081.0,753.0,3.64,3.06,3.19,2.99,4.56,4.1,10.4,10.7,201.0,143.0,164.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,3919.3130897248857
94414,175327,2018-06-19,4332,14,1,714,Dry,Pregnant,23319.0,971.0,3.86,3.61,3.03,3.09,4.63,4.42,11.5,11.0,157.0,145.0,147.0,24.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,7892.583131096189
94450,175375,2018-06-19,5779,14,3,319,Dry,Pregnant,23160.0,965.0,4.44,3.78,3.46,3.38,4.36,3.98,11.6,11.0,210.0,201.0,111.0,44.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,6334.302136734118
94514,175453,2018-06-19,6415,14,1,297,Dry,Pregnant,27076.0,1128.0,4.17,3.92,3.34,3.31,4.65,4.52,8.5,8.6,214.0,189.0,220.0,24.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,6539.410692132856
94591,175553,2018-06-19,8329,14,3,343,Dry,Pregnant,32223.0,1342.0,3.88,3.5,3.22,3.08,4.52,4.13,9.5,9.6,217.0,191.0,152.0,17.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,10303.22979205148
94695,175684,2018-06-19,9136,14,2,338,Dry,Pregnant,16433.0,684.0,4.3,4.42,3.04,2.98,4.11,4.06,10.7,10.6,129.0,128.0,180.0,14.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4160.341236093798
94716,175724,2018-06-19,9270,14,2,303,Dry,Pregnant,31899.0,1329.0,3.88,3.5,3.13,3.04,4.54,4.13,9.5,9.6,191.0,186.0,148.0,12.0,6.0,68.0,68.0,12.0,409.0,0.0,10483.559017319229
94820,175836,2018-06-19,9597,14,1,403,Dry,Pregnant,17174.0,715.0,4.24,3.67,3.13,2.96,4.48,3.98,10.1,9.3,180.0,142.0,137.0,9.0,5.0,64.0,62.0,16.0,318.0,0.0,5031.408423843966
94823,175839,2018-06-19,9603,14,1,428,Dry,Pregnant,21769.0,907.0,3.96,3.38,3.23,3.06,4.61,4.13,9.0,9.1,131.0,136.0,156.0,31.0,2.0,104.0,43.0,27.0,208.0,0.0,5716.535384667618
94848,175871,2018-06-19,9675,14,1,422,Dry,Pregnant,18654.0,777.0,4.51,3.81,3.37,3.0,4.28,3.71,10.6,10.0,207.0,160.0,282.0,78.0,3.0,87.0,49.0,33.0,262.0,0.0,4762.229346820192
94875,175908,2018-06-19,9757,14,1,297,Dry,Pregnant,31201.0,1300.0,4.17,3.94,3.18,3.16,4.68,4.38,9.1,8.8,239.0,206.0,149.0,16.0,3.0,51.0,32.0,39.0,153.0,0.0,7401.503466471672
94928,175989,2018-06-19,9899,14,1,295,Dry,Pregnant,26677.0,1111.0,3.91,3.83,3.19,3.25,4.77,4.56,9.0,8.4,190.0,181.0,149.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,5468.639416781644
94929,175991,2018-06-19,9901,14,1,329,Dry,Pregnant,29489.0,1228.0,0.0,3.75,0.0,3.11,0.0,4.56,9.4,9.3,208.0,205.0,199.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,6494.973811159112
94931,175993,2018-06-19,9903,14,1,323,Dry,Pregnant,17827.0,742.0,4.06,3.85,2.97,2.88,4.68,4.52,9.4,9.2,160.0,149.0,180.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,5068.534856375325
94932,175995,2018-06-19,9905,14,1,292,Dry,Pregnant,30546.0,1272.0,3.95,3.6,2.98,2.9,4.42,4.17,9.4,9.1,194.0,179.0,186.0,29.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,8139.490399400661
95384,176488,2018-06-19,1476396962,14,2,305,Dry,Pregnant,19072.0,794.0,4.03,3.46,3.55,3.36,3.87,3.92,12.1,12.0,234.0,159.0,124.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4353.85927571933
95392,176496,2018-06-19,1476396970,14,1,285,Dry,Pregnant,14846.0,618.0,4.13,3.55,3.13,2.85,4.24,3.69,12.0,11.9,182.0,166.0,163.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,3730.45432323879
95411,176516,2018-06-19,1476396990,14,4,314,Dry,Pregnant,30690.0,1278.0,3.99,3.58,3.29,3.08,4.47,4.06,9.3,9.4,252.0,199.0,89.0,6.0,5.0,80.0,76.0,7.0,399.0,0.0,6310.808293541339
95570,176701,2018-06-19,1476397209,14,1,315,Dry,Pregnant,45365.0,1890.0,3.1,3.13,3.37,3.09,4.03,4.0,9.5,9.3,229.0,200.0,110.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,10723.225988959264
95675,176823,2018-06-20,80,14,2,279,Dry,Pregnant,7470.0,618.0,4.67,2.57,3.23,2.53,4.51,3.52,10.2,10.7,131.0,143.0,358.0,136.0,6.0,69.0,29.0,67.0,415.0,0.0,3848.016442699849
95761,176931,2018-06-20,4332,14,1,714,Dry,Pregnant,10044.0,938.0,3.97,3.39,3.06,2.94,4.53,4.19,11.0,11.1,129.0,150.0,275.0,127.0,6.0,84.0,35.0,41.0,505.0,0.0,5348.987200583231
95798,176979,2018-06-20,5779,14,3,319,Dry,Pregnant,10480.0,787.0,4.23,3.53,3.48,3.15,4.15,3.71,10.9,10.9,210.0,197.0,272.0,240.0,7.0,69.0,34.0,46.0,484.0,0.0,5087.341868722912
95864,177057,2018-06-20,6415,14,1,297,Dry,Pregnant,14894.0,1165.0,4.56,3.8,3.41,3.28,4.81,4.45,8.9,8.6,167.0,195.0,345.0,135.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,6168.727572270866
95941,177157,2018-06-20,8329,14,3,343,Dry,Pregnant,12890.0,1110.0,4.33,3.53,3.22,3.15,4.47,4.2,9.9,9.6,158.0,198.0,304.0,125.0,8.0,52.0,29.0,59.0,417.0,0.0,8262.260874332998
96045,177288,2018-06-20,9136,14,2,338,Dry,Pregnant,7668.0,735.0,4.62,4.49,2.95,2.98,4.15,4.03,10.4,10.6,126.0,128.0,336.0,110.0,11.0,51.0,39.0,49.0,559.0,0.0,4955.245728044984
96066,177328,2018-06-20,9270,14,2,303,Dry,Pregnant,14773.0,1210.0,3.97,3.63,3.19,3.26,4.59,4.44,9.3,9.6,150.0,173.0,355.0,171.0,5.0,91.0,32.0,60.0,454.0,0.0,6864.214213980432
96170,177440,2018-06-20,9597,14,1,403,Dry,Pregnant,5081.0,359.0,4.25,3.62,3.14,2.95,4.54,3.95,9.2,9.4,129.0,146.0,309.0,141.0,10.0,67.0,47.0,35.0,672.0,0.0,2240.909761433711
96172,177443,2018-06-20,9603,14,1,428,Dry,Pregnant,10220.0,919.0,4.85,3.29,3.26,3.07,4.66,4.09,9.5,9.2,135.0,139.0,291.0,142.0,6.0,112.0,43.0,36.0,673.0,0.0,5875.938483540569
96197,177475,2018-06-20,9675,14,1,422,Dry,Pregnant,9039.0,672.0,5.26,3.43,3.31,2.78,4.3,3.41,10.1,10.0,193.0,161.0,412.0,141.0,4.0,114.0,32.0,77.0,454.0,0.0,4661.874534837896
96224,177512,2018-06-20,9757,14,1,297,Dry,Pregnant,14459.0,1258.0,4.6,3.84,3.25,3.1,4.69,4.25,8.6,8.9,199.0,209.0,232.0,76.0,6.0,83.0,34.0,43.0,496.0,0.0,9426.671864128728
96278,177593,2018-06-20,9899,14,1,295,Dry,Pregnant,16404.0,1242.0,4.91,3.84,3.39,3.25,4.55,4.55,10.0,8.4,192.0,185.0,285.0,142.0,7.0,45.0,21.0,88.0,313.0,0.0,7071.574260252629
96279,177595,2018-06-20,9901,14,1,329,Dry,Pregnant,16594.0,1447.0,4.01,3.68,3.11,3.04,4.61,4.5,9.6,9.3,215.0,208.0,376.0,91.0,9.0,58.0,36.0,64.0,525.0,0.0,10097.846407929474
96281,177599,2018-06-20,9905,14,1,292,Dry,Pregnant,15312.0,1176.0,4.59,3.42,2.99,2.8,4.49,4.07,9.0,9.2,192.0,170.0,311.0,141.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,5258.370342567417
96737,178093,2018-06-20,1476396962,14,2,305,Dry,Pregnant,6137.0,533.0,3.98,3.34,3.29,3.44,3.69,3.9,13.7,11.7,185.0,155.0,276.0,146.0,7.0,73.0,35.0,42.0,513.0,0.0,2970.788088778009
96745,178101,2018-06-20,1476396970,14,1,285,Dry,Pregnant,9578.0,728.0,4.18,3.53,3.22,2.87,4.12,3.69,12.1,12.0,169.0,168.0,351.0,109.0,4.0,69.0,19.0,106.0,276.0,0.0,4279.141024267389
96764,178121,2018-06-20,1476396990,14,4,314,Dry,Pregnant,16050.0,1334.0,4.62,3.3,3.25,2.97,4.44,3.87,9.3,9.3,180.0,200.0,220.0,162.0,5.0,85.0,30.0,45.0,423.0,0.0,7686.371226213971
96924,178308,2018-06-20,1476397209,14,1,315,Dry,Pregnant,20984.0,1622.0,4.16,2.97,3.18,3.02,4.33,3.8,9.4,9.3,201.0,201.0,274.0,138.0,9.0,53.0,32.0,52.0,474.0,0.0,10127.198035976988
103792,186534,2018-06-26,2618,14,1,316,Dry,Pregnant,28136.0,1172.0,4.18,3.96,3.26,3.14,4.67,4.59,9.1,8.0,173.0,160.0,175.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,7155.494345886008
103858,186633,2018-06-26,5802,14,3,279,Dry,Pregnant,36975.0,1540.0,3.81,3.4,3.4,3.12,4.19,3.84,9.4,9.2,315.0,224.0,166.0,44.0,5.0,85.0,71.0,11.0,424.0,0.0,11870.259584424455
104012,186826,2018-06-26,8594,14,3,280,Dry,Pregnant,20484.0,853.0,4.67,3.71,3.06,2.78,4.64,4.39,9.3,9.3,211.0,179.0,268.0,125.0,6.0,32.0,39.0,33.0,189.0,0.0,5851.739596152764
104074,186895,2018-06-26,8972,14,2,327,Dry,Pregnant,23879.0,994.0,4.13,4.04,3.12,2.97,4.62,4.4,9.8,9.7,152.0,148.0,133.0,68.0,7.0,61.0,72.0,8.0,429.0,0.0,6751.308719015837
104093,186920,2018-06-26,9086,14,2,313,Dry,Pregnant,43372.0,1807.0,3.98,3.8,3.13,3.08,4.53,4.41,9.9,9.4,215.0,170.0,190.0,36.0,6.0,63.0,77.0,10.0,379.0,0.0,9864.357283973544
104176,187038,2018-06-26,9446,14,1,441,Dry,Pregnant,29348.0,1222.0,4.06,3.83,3.23,3.14,4.68,4.64,9.0,9.0,179.0,163.0,206.0,43.0,4.0,84.0,70.0,15.0,336.0,0.0,8924.456530080086
104250,187122,2018-06-26,9672,14,1,328,Dry,Pregnant,33185.0,1382.0,3.73,3.49,2.99,2.9,4.62,4.48,9.7,10.0,218.0,204.0,162.0,12.0,3.0,61.0,38.0,37.0,183.0,0.0,7727.599001271251
104273,187153,2018-06-26,9741,14,1,415,Dry,Pregnant,17428.0,362.0,4.26,3.91,3.34,3.05,4.62,4.17,10.0,10.0,160.0,160.0,130.0,21.0,4.0,69.0,58.0,20.0,277.0,0.0,2263.2189457186078
104316,187220,2018-06-26,9866,14,1,314,Dry,Pregnant,26801.0,1116.0,4.52,3.91,3.21,3.12,4.75,4.49,8.7,8.4,195.0,184.0,177.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,7293.271478998423
104323,187227,2018-06-26,9878,14,1,332,Dry,Pregnant,16834.0,701.0,4.37,3.88,3.15,2.94,4.65,4.33,10.5,10.1,185.0,176.0,151.0,41.0,3.0,97.0,61.0,15.0,291.0,0.0,4774.785283486435
104356,187278,2018-06-26,9973,14,1,310,Dry,Pregnant,20716.0,863.0,4.19,3.71,3.19,3.11,4.7,4.49,9.1,9.1,131.0,129.0,170.0,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,5938.308412904924
104359,187281,2018-06-26,9977,14,1,297,Dry,Pregnant,39318.0,1638.0,3.52,3.34,2.71,2.69,4.57,4.27,9.2,8.9,224.0,198.0,122.0,-1.0,3.0,75.0,47.0,23.0,226.0,0.0,6941.434447089631
104818,187768,2018-06-26,1476396989,14,2,284,Dry,Pregnant,35079.0,1461.0,3.9,3.84,3.24,3.21,4.61,4.48,11.1,9.8,215.0,193.0,127.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,10459.709560728366
104860,187815,2018-06-26,1476397041,14,3,450,Dry,Pregnant,31031.0,1292.0,4.16,4.01,3.26,3.3,4.61,4.53,10.5,10.4,226.0,211.0,120.0,-1.0,3.0,95.0,59.0,18.0,285.0,0.0,6906.251887595341
104934,187900,2018-06-26,1476397133,14,1,292,Dry,Pregnant,35646.0,1485.0,2.82,3.12,2.71,2.66,4.47,4.48,9.7,9.0,272.0,192.0,143.0,19.0,4.0,65.0,54.0,16.0,259.0,0.0,9630.40548993537
105007,187985,2018-06-26,1476397240,14,1,297,Dry,Pregnant,24385.0,1016.0,3.9,3.43,2.84,2.73,4.59,4.22,9.9,9.7,178.0,166.0,98.0,-1.0,4.0,84.0,62.0,13.0,336.0,0.0,5792.766846806396
105035,188017,2018-06-26,1476397274,14,2,279,Dry,Pregnant,35332.0,1472.0,3.66,3.56,3.04,2.9,4.52,4.33,10.7,10.5,220.0,194.0,183.0,36.0,7.0,38.0,55.0,19.0,264.0,0.0,8594.184714811645
105145,188142,2018-06-27,2618,14,1,316,Dry,Pregnant,17188.0,1096.0,4.14,3.93,3.28,3.09,4.63,4.53,8.2,8.0,198.0,161.0,353.0,123.0,6.0,52.0,21.0,85.0,312.0,0.0,8635.49210931234
105211,188241,2018-06-27,5802,14,3,279,Dry,Pregnant,21236.0,1555.0,3.49,3.54,3.49,3.18,4.14,3.96,9.4,9.3,270.0,241.0,264.0,120.0,9.0,49.0,29.0,57.0,442.0,0.0,12087.06092056369
105367,188434,2018-06-27,8594,14,3,280,Dry,Pregnant,17879.0,1212.0,4.06,3.64,2.95,2.65,4.49,4.29,10.1,9.3,164.0,179.0,223.0,74.0,4.0,71.0,20.0,69.0,285.0,0.0,4774.515526519971
105429,188503,2018-06-27,8972,14,2,327,Dry,Pregnant,12120.0,850.0,4.65,4.31,3.08,3.17,4.52,4.64,10.1,9.7,172.0,149.0,211.0,143.0,10.0,69.0,46.0,28.0,691.0,0.0,6566.991488769462
105447,188528,2018-06-27,9086,14,2,313,Dry,Pregnant,21704.0,1555.0,3.98,3.93,3.16,3.18,4.52,4.51,9.7,9.3,189.0,177.0,220.0,54.0,10.0,37.0,26.0,60.0,369.0,0.0,8038.95246686921
105530,188646,2018-06-27,9446,14,1,441,Dry,Pregnant,16627.0,1094.0,4.08,3.87,3.26,3.12,4.81,4.62,8.9,8.9,151.0,164.0,341.0,117.0,15.0,33.0,35.0,67.0,496.0,0.0,5951.2837858675175
105604,188730,2018-06-27,9672,14,1,328,Dry,Pregnant,21814.0,1405.0,3.61,3.45,2.94,2.87,4.59,4.41,10.2,10.0,213.0,208.0,276.0,92.0,7.0,82.0,40.0,41.0,576.0,0.0,10505.83178369558
105627,188761,2018-06-27,9741,14,1,415,Dry,Pregnant,15153.0,340.0,4.59,4.26,3.31,3.34,4.58,4.62,8.6,9.9,153.0,159.0,254.0,133.0,8.0,74.0,41.0,37.0,595.0,0.0,2912.013789187144
105672,188828,2018-06-27,9866,14,1,314,Dry,Pregnant,16857.0,1107.0,4.26,3.82,3.32,3.04,4.81,4.37,8.5,8.4,212.0,182.0,358.0,134.0,7.0,67.0,32.0,61.0,471.0,0.0,7167.781560077513
105679,188835,2018-06-27,9878,14,1,332,Dry,Pregnant,8992.0,575.0,4.29,3.96,3.13,3.03,4.62,4.46,10.5,10.0,186.0,177.0,239.0,115.0,8.0,52.0,29.0,55.0,420.0,0.0,4246.600284155735
105713,188886,2018-06-27,9973,14,1,310,Dry,Pregnant,14374.0,943.0,3.94,3.96,3.21,3.19,4.62,4.64,9.5,9.1,130.0,129.0,344.0,159.0,13.0,44.0,39.0,42.0,568.0,0.0,5645.562888830725
105716,188889,2018-06-27,9977,14,1,297,Dry,Pregnant,23382.0,1551.0,3.81,3.4,2.84,2.73,4.5,4.33,9.1,8.9,201.0,205.0,266.0,122.0,5.0,63.0,22.0,70.0,316.0,0.0,6351.836959810123
106216,189423,2018-06-27,1476397041,14,3,450,Dry,Pregnant,16771.0,1247.0,4.25,4.04,3.31,3.3,4.55,4.51,9.8,10.3,219.0,208.0,298.0,164.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,8096.161106365096
106291,189508,2018-06-27,1476397133,14,1,292,Dry,Pregnant,20672.0,1362.0,2.74,3.19,2.7,2.65,4.49,4.5,9.4,9.1,229.0,199.0,283.0,186.0,10.0,50.0,35.0,41.0,504.0,0.0,7890.661366945599
106364,189593,2018-06-27,1476397240,14,1,297,Dry,Pregnant,12423.0,812.0,4.26,3.57,2.88,2.79,4.51,4.33,10.0,9.7,222.0,165.0,287.0,199.0,9.0,61.0,39.0,42.0,550.0,0.0,4407.704680225424
106392,189625,2018-06-27,1476397274,14,2,279,Dry,Pregnant,18537.0,1339.0,4.21,3.52,3.1,2.81,4.49,4.22,10.3,10.4,213.0,193.0,298.0,114.0,7.0,48.0,23.0,75.0,334.0,0.0,8549.959719771066
113171,197719,2018-03-07,76,14,1,329,Dry,Pregnant,33541.0,1397.0,4.0,4.0,3.31,3.3,4.7,4.76,9.0,8.9,205.0,201.0,102.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,7656.526054599539
113367,197959,2018-03-07,6433,14,1,337,Dry,Pregnant,33212.0,1383.0,4.37,4.5,2.85,2.85,4.65,4.68,9.3,9.2,228.0,179.0,109.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,7832.73522025082
113391,197988,2018-03-07,6818,14,6,282,Dry,Pregnant,23867.0,994.0,3.82,3.69,3.11,3.09,4.48,4.52,10.5,10.2,210.0,193.0,156.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,6844.270204147645
113537,198175,2018-03-07,9110,14,2,303,Dry,Pregnant,51147.0,1606.0,4.08,4.09,3.35,3.35,4.45,4.46,10.0,9.6,222.0,192.0,256.0,45.0,7.0,42.0,69.0,36.0,291.0,0.0,14228.873813104476
113575,198242,2018-03-07,9335,14,2,284,Dry,Pregnant,32942.0,1031.0,3.39,3.39,3.01,3.06,4.23,4.22,11.6,10.7,132.0,132.0,173.0,82.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,8314.8377754784
113586,198253,2018-03-07,9363,14,1,444,Dry,Pregnant,22130.0,922.0,4.01,3.89,3.21,3.21,4.69,4.64,9.2,9.2,161.0,157.0,122.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4896.07266902399
113756,198458,2018-03-07,9847,14,1,348,Dry,Pregnant,22256.0,927.0,3.78,3.97,3.17,3.15,4.69,4.7,9.2,9.0,183.0,135.0,164.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,5999.566719432368
113761,198469,2018-03-07,9868,14,1,293,Dry,Pregnant,38562.0,1606.0,3.99,4.02,3.28,3.29,4.63,4.61,8.5,8.7,242.0,227.0,136.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,12610.8831842566
113784,198505,2018-03-07,9923,14,1,331,Dry,Pregnant,29084.0,1211.0,4.03,4.18,3.03,3.17,4.27,4.28,10.9,10.5,213.0,210.0,119.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,6187.171586043636
113794,198520,2018-03-07,9964,14,1,296,Dry,Pregnant,32398.0,1349.0,3.77,3.84,3.06,3.08,4.75,4.76,8.9,8.6,193.0,166.0,102.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,10248.802704282702
113833,198562,2018-03-07,10785,14,1,348,Dry,Pregnant,28577.0,1190.0,3.96,3.85,3.01,3.12,4.71,4.66,9.3,9.0,216.0,178.0,117.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,6889.367774158506
114240,198995,2018-03-07,1476396974,14,3,353,Dry,Pregnant,18198.0,758.0,4.01,3.92,3.35,3.33,4.53,4.44,9.8,9.5,176.0,128.0,161.0,56.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4693.932723378233
114251,199007,2018-03-07,1476396986,14,1,294,Dry,Pregnant,32896.0,1370.0,3.96,4.05,3.19,3.22,4.75,4.73,8.5,8.6,195.0,171.0,128.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,9273.7467506443
114521,199321,2018-04-07,76,14,1,329,Dry,Pregnant,9369.0,1384.0,3.69,3.88,3.39,3.32,4.55,4.74,9.2,8.9,171.0,212.0,123.0,12.0,12.0,59.0,42.0,26.0,708.0,0.0,10757.73751656886
114716,199561,2018-04-07,6433,14,1,337,Dry,Pregnant,14734.0,1214.0,4.65,4.46,2.81,2.83,4.64,4.67,9.1,9.3,171.0,187.0,138.0,18.0,11.0,59.0,36.0,34.0,646.0,0.0,7090.068005856673
114740,199590,2018-04-07,6818,14,6,282,Dry,Pregnant,10743.0,447.0,3.79,3.54,3.11,3.08,4.48,4.5,10.0,10.2,148.0,195.0,173.0,38.0,8.0,88.0,41.0,35.0,703.0,0.0,2368.1422017074765
114887,199777,2018-04-07,9110,14,2,303,Dry,Pregnant,16034.0,1417.0,4.31,4.08,3.28,3.35,4.44,4.45,9.7,9.7,202.0,188.0,201.0,12.0,14.0,49.0,41.0,43.0,688.0,0.0,11886.181847698956
114926,199844,2018-04-07,9335,14,2,284,Dry,Pregnant,12151.0,1115.0,3.71,3.39,2.9,3.01,4.1,4.23,12.5,10.8,172.0,132.0,128.0,32.0,17.0,43.0,45.0,28.0,736.0,0.0,5310.682771191359
114937,199855,2018-04-07,9363,14,1,444,Dry,Pregnant,10545.0,954.0,4.15,3.86,3.32,3.21,4.55,4.64,9.3,9.2,134.0,153.0,131.0,0.0,6.0,106.0,38.0,34.0,637.0,0.0,5234.934886528454
115108,200060,2018-04-07,9847,14,1,348,Dry,Pregnant,10297.0,808.0,4.05,4.02,3.29,3.17,4.54,4.7,9.2,9.1,186.0,137.0,246.0,28.0,6.0,71.0,24.0,83.0,426.0,0.0,3825.7110040945854
115113,200071,2018-04-07,9868,14,1,293,Dry,Pregnant,18124.0,1450.0,4.57,4.05,3.3,3.26,4.62,4.63,8.9,8.7,174.0,233.0,155.0,44.0,10.0,54.0,30.0,44.0,538.0,0.0,10706.614184922908
115136,200107,2018-04-07,9923,14,1,331,Dry,Pregnant,14321.0,1167.0,4.46,4.25,3.15,3.17,4.28,4.27,9.8,10.6,194.0,208.0,151.0,29.0,9.0,64.0,33.0,40.0,580.0,0.0,7299.494568892141
115146,200122,2018-04-07,9964,14,1,296,Dry,Pregnant,16548.0,1336.0,4.07,3.81,3.14,3.08,4.76,4.76,8.9,8.7,166.0,176.0,118.0,18.0,14.0,44.0,35.0,31.0,619.0,0.0,7716.118436284821
115185,200164,2018-04-07,10785,14,1,348,Dry,Pregnant,13718.0,1114.0,4.29,3.79,3.05,3.11,4.65,4.65,9.3,9.0,216.0,179.0,165.0,45.0,11.0,63.0,39.0,36.0,694.0,0.0,5846.388534647413
115591,200595,2018-04-07,1476396974,14,3,353,Dry,Pregnant,12251.0,1069.0,3.88,3.95,3.33,3.33,4.42,4.46,9.9,9.5,126.0,128.0,136.0,26.0,16.0,49.0,45.0,27.0,787.0,0.0,9005.8281636181
115602,200607,2018-04-07,1476396986,14,1,294,Dry,Pregnant,15012.0,1211.0,4.03,4.09,3.19,3.22,4.67,4.72,8.6,8.5,153.0,176.0,182.0,39.0,6.0,95.0,32.0,43.0,568.0,0.0,7001.860627216169
122566,208885,2018-10-07,115,14,3,301,Dry,Pregnant,27220.0,1134.0,3.46,3.0,2.96,2.81,4.47,4.0,10.7,10.4,259.0,202.0,176.0,52.0,5.0,46.0,45.0,26.0,231.0,0.0,8413.019480917394
122617,208937,2018-10-07,2570,14,2,292,Dry,Pregnant,23261.0,969.0,3.91,3.78,3.35,2.94,3.95,3.5,11.0,10.7,182.0,166.0,147.0,40.0,1.0,301.0,63.0,12.0,301.0,0.0,4266.570586449654
122620,208947,2018-10-07,2708,14,1,367,Dry,Pregnant,29616.0,1234.0,4.83,4.61,3.04,2.97,4.88,4.63,8.3,8.6,129.0,147.0,137.0,9.0,4.0,64.0,54.0,22.0,258.0,0.0,7136.207136719981
122622,208950,2018-10-07,2755,14,1,327,Dry,Pregnant,21499.0,895.0,4.0,3.65,3.06,2.92,4.66,4.39,9.6,9.4,183.0,146.0,170.0,6.0,4.0,78.0,65.0,18.0,310.0,0.0,6556.160589946918
122758,209108,2018-10-07,6396,14,1,364,Dry,Pregnant,27603.0,1150.0,4.24,4.13,3.13,3.19,4.65,4.55,9.1,9.1,158.0,157.0,159.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,8769.234372528788
122767,209122,2018-10-07,6448,14,1,347,Dry,Pregnant,32678.0,1361.0,3.73,3.61,3.31,3.16,4.29,4.11,8.8,8.7,221.0,204.0,233.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,6533.638866185918
122769,209125,2018-10-07,6458,14,1,335,Dry,Pregnant,16875.0,703.0,4.49,5.14,3.3,3.2,4.36,2.58,9.2,8.9,151.0,148.0,170.0,33.0,3.0,78.0,48.0,30.0,235.0,0.0,4790.389752622644
122843,209212,2018-10-07,8334,14,3,345,Dry,Pregnant,20586.0,857.0,3.63,3.53,3.05,2.88,4.58,4.21,10.4,10.2,168.0,173.0,107.0,24.0,5.0,62.0,65.0,12.0,312.0,0.0,5798.657546919249
