,act_heat_index,act_heat_index_smart,animal_activity,heat_index,low_pass_over_activity,percentile60_of_5day_temp,stomach_temp,temp_dec_index,temp_height_index,temp_inc_index,temp_without_drink_cycles,time,CowID
0,,,0.0,,0.0,,,,,,,2018-07-11 17:05:00,9856
1,,,7.39,,4.511,,,,,,,2018-07-11 17:15:00,9856
2,,,4.689,,6.824,,,,,,,2018-07-11 17:25:00,9856
3,,,5.039,,8.194,,,,,,39.07,2018-07-11 17:35:00,9856
4,,,6.159,,9.016,,,,,,39.43,2018-07-11 17:45:00,9856
5,,,12.6,,10.02,,,,,,39.52,2018-07-11 17:55:00,9856
6,,,11.559,,14.725,,,,,,39.52,2018-07-11 18:05:00,9856
7,,,8.799,,17.925,,,,,,39.44,2018-07-11 18:15:00,9856
8,,,7.159,,19.598,,,,,,39.35,2018-07-11 18:25:00,9856
9,,,7.499,,20.599,,,,,,39.27,2018-07-11 18:35:00,9856
10,,,6.639,,21.462,,,,,,39.19,2018-07-11 18:45:00,9856
11,,,7.329,,21.938,,,,,,39.1,2018-07-11 18:55:00,9856
12,,,11.479,,20.217,,,,,,39.02,2018-07-11 19:05:00,9856
13,,,5.139,,18.495,,,,,,39.19,2018-07-11 19:15:00,9856
14,,,6.959,,17.746,,,,,,39.4,2018-07-11 19:25:00,9856
15,,,8.379,,17.527,,,,,,39.52,2018-07-11 19:35:00,9856
16,,,3.559,,17.445,,,,,,39.64,2018-07-11 19:45:00,9856
17,,,3.349,,15.911,,,,,,39.73,2018-07-11 19:55:00,9856
18,,,4.579,,14.376,,,,,,39.79,2018-07-11 20:05:00,9856
19,,,6.629,,13.257,,,,,,39.79,2018-07-11 20:15:00,9856
20,,,4.549,,12.288,,,,,,39.71,2018-07-11 20:25:00,9856
21,,,6.729,,12.154,,,,,,39.62,2018-07-11 20:35:00,9856
22,,,5.289,,11.474,,,,,,39.54,2018-07-11 20:45:00,9856
23,,,2.569,,12.179,,,,,,39.61,2018-07-11 20:55:00,9856
24,,,4.569,,12.59,,,,,,39.91,2018-07-11 21:05:00,9856
25,,,4.709,,12.586,,,,,,40.19,2018-07-11 21:15:00,9856
26,,,5.139,,12.638,,,,,,40.37,2018-07-11 21:25:00,9856
27,,,3.97,,11.857,,,,,,40.55,2018-07-11 21:35:00,9856
28,,,3.98,,11.324,,,,,,40.67,2018-07-11 21:45:00,9856
29,,,4.17,,10.792,,,,,,40.8,2018-07-11 21:55:00,9856
30,,,4.27,,10.629,,,,,,40.92,2018-07-11 22:05:00,9856
31,,,5.35,,10.507,,,,,,41.01,2018-07-11 22:15:00,9856
32,,,6.85,,10.768,,,,,,41.08,2018-07-11 22:25:00,9856
33,,,5.51,,11.094,,,,,,41.17,2018-07-11 22:35:00,9856
34,,,5.34,,11.717,,,,,,41.2,2018-07-11 22:45:00,9856
35,,,3.94,,12.271,,,,,,41.23,2018-07-11 22:55:00,9856
36,,,4.25,,12.303,,,,,,41.23,2018-07-11 23:05:00,9856
37,,,3.01,,12.169,,,,,,41.23,2018-07-11 23:15:00,9856
38,,,4.71,,11.721,,,,,,41.15,2018-07-11 23:25:00,9856
39,,,6.6,,11.396,,,,,,41.08,2018-07-11 23:35:00,9856
40,,,7.17,,11.839,,,,,,41.08,2018-07-11 23:45:00,9856
41,,,2.769,,12.352,,,,,,40.99,2018-07-11 23:55:00,9856
42,,,2.359,,11.749,,,,,,40.91,2018-07-12 00:05:00,9856
43,,,2.919,,11.273,,,,,,40.86,2018-07-12 00:15:00,9856
44,,,4.18,,10.731,,,,,,40.89,2018-07-12 00:25:00,9856
45,,,3.579,,10.271,,,,,,40.92,2018-07-12 00:35:00,9856
46,,,2.469,,9.041,,,,,,40.92,2018-07-12 00:45:00,9856
47,,,3.88,,7.811,,,,,,40.89,2018-07-12 00:55:00,9856
48,,,10.69,,8.264,,,,,,40.81,2018-07-12 01:05:00,9856
49,,,8.61,,10.641,,,,,,40.72,2018-07-12 01:15:00,9856
50,,,7.149,,12.957,,,,,,40.64,2018-07-12 01:25:00,9856
