,act_heat_index,act_heat_index_smart,animal_activity,heat_index,low_pass_over_activity,percentile60_of_5day_temp,stomach_temp,temp_dec_index,temp_height_index,temp_inc_index,temp_without_drink_cycles,time,CowID
0,,,0.0,,0.0,,,,,,,2018-11-14 16:14:00,6223
1,,,4.17,,2.545,,,,,,,2018-11-14 16:24:00,6223
2,,,3.59,,4.619,,,,,,,2018-11-14 16:34:00,6223
3,,,4.3,,6.01,,,,,,37.35,2018-11-14 16:44:00,6223
4,,,3.65,,6.59,,,,,,39.16,2018-11-14 16:54:00,6223
5,,,4.62,,7.242,,,,,,39.4,2018-11-14 17:04:00,6223
6,,,6.66,,9.122,,,,,,39.46,2018-11-14 17:14:00,6223
7,,,4.88,,10.26,,,,,,39.52,2018-11-14 17:24:00,6223
8,,,4.58,,10.785,,,,,,39.52,2018-11-14 17:34:00,6223
9,,,4.89,,11.074,,,,,,39.52,2018-11-14 17:44:00,6223
10,,,15.9,,11.579,,,,,,39.46,2018-11-14 17:54:00,6223
11,,,7.84,,13.019,,,,,,39.38,2018-11-14 18:04:00,6223
12,,,8.34,,14.533,,,,,,39.29,2018-11-14 18:14:00,6223
13,,,8.23,,15.897,,,,,,39.21,2018-11-14 18:24:00,6223
14,,,5.58,,17.26,,,,,,39.13,2018-11-14 18:34:00,6223
15,,,5.43,,17.545,,,,,,39.04,2018-11-14 18:44:00,6223
16,,,7.67,,17.826,,,,,,38.96,2018-11-14 18:54:00,6223
17,,,6.35,,17.22,,,,,,38.98,2018-11-14 19:04:00,6223
18,,,3.59,,16.41,,,,,,38.98,2018-11-14 19:14:00,6223
19,,,3.88,,14.639,,,,,,39.04,2018-11-14 19:24:00,6223
20,,,4.35,,12.869,,,,,,39.04,2018-11-14 19:34:00,6223
21,,,9.129,,12.368,,,,,,39.13,2018-11-14 19:44:00,6223
22,,,5.239,,12.229,,,,,,39.25,2018-11-14 19:54:00,6223
23,,,5.529,,11.895,,,,,,39.34,2018-11-14 20:04:00,6223
24,,,4.939,,11.443,,,,,,39.43,2018-11-14 20:14:00,6223
25,,,4.829,,11.874,,,,,,39.55,2018-11-14 20:24:00,6223
26,,,5.289,,12.305,,,,,,39.7,2018-11-14 20:34:00,6223
27,,,4.829,,12.5,,,,,,39.85,2018-11-14 20:44:00,6223
28,,,4.98,,12.395,,,,,,39.97,2018-11-14 20:55:00,6223
29,,,5.33,,12.171,,,,,,40.12,2018-11-14 21:05:00,6223
30,,,6.41,,12.208,,,,,,40.25,2018-11-14 21:15:00,6223
31,,,3.91,,12.367,,,,,,40.34,2018-11-14 21:25:00,6223
32,,,3.86,,11.949,,,,,,40.37,2018-11-14 21:35:00,6223
33,,,3.36,,11.554,,,,,,40.4,2018-11-14 21:45:00,6223
34,,,3.85,,11.094,,,,,,40.37,2018-11-14 21:55:00,6223
35,,,4.74,,10.634,,,,,,40.31,2018-11-14 22:05:00,6223
36,,,2.83,,10.032,,,,,,40.31,2018-11-14 22:15:00,6223
37,,,2.8,,9.015,,,,,,40.37,2018-11-14 22:25:00,6223
38,,,2.88,,8.575,,,,,,40.43,2018-11-14 22:35:00,6223
39,,,2.44,,8.144,,,,,,40.52,2018-11-14 22:45:00,6223
40,,,3.75,,7.749,,,,,,40.58,2018-11-14 22:55:00,6223
41,,,3.8,,7.708,,,,,,40.65,2018-11-14 23:05:00,6223
42,,,3.24,,7.667,,,,,,40.67,2018-11-14 23:15:00,6223
43,,,2.67,,7.834,,,,,,40.67,2018-11-14 23:25:00,6223
44,,,3.44,,8.001,,,,,,40.71,2018-11-14 23:35:00,6223
45,,,2.76,,7.985,,,,,,40.74,2018-11-14 23:45:00,6223
46,,,2.91,,7.997,,,,,,40.77,2018-11-14 23:55:00,6223
47,,,3.34,,7.655,,,,,,40.83,2018-11-15 00:05:00,6223
48,,,3.09,,7.387,,,,,,40.89,2018-11-15 00:15:00,6223
49,,,2.66,,7.326,,,,,,40.95,2018-11-15 00:25:00,6223
50,,,3.79,,7.264,,,,,,41.01,2018-11-15 00:35:00,6223
51,,,3.54,,7.582,,,,,,41.04,2018-11-15 00:45:00,6223
52,,,3.68,,7.895,,,,,,41.08,2018-11-15 00:55:00,6223
53,,,4.26,,8.209,,,,,,41.08,2018-11-15 01:05:00,6223
54,,,2.929,,8.449,,,,,,41.08,2018-11-15 01:15:00,6223
55,,,2.969,,8.4,,,,,,41.01,2018-11-15 01:25:00,6223
56,,,2.909,,8.334,,,,,,40.95,2018-11-15 01:35:00,6223
57,,,2.34,,8.077,,,,,,40.95,2018-11-15 01:45:00,6223
58,,,3.59,,7.763,,,,,,40.95,2018-11-15 01:55:00,6223
59,,,4.059,,7.727,,,,,,40.95,2018-11-15 02:05:00,6223
60,,,3.719,,7.743,,,,,,40.95,2018-11-15 02:15:00,6223
61,,,3.18,,8.048,,,,,,40.89,2018-11-15 02:25:00,6223
62,,,4.45,,8.369,,,,,,40.83,2018-11-15 02:35:00,6223
63,,,2.66,,8.48,,,,,,40.75,2018-11-15 02:45:00,6223
64,,,4.98,,9.107,,,,,,40.66,2018-11-15 02:55:00,6223
65,,,5.32,,9.673,,,,,,40.58,2018-11-15 03:05:00,6223
66,,,5.66,,10.324,,,,,,40.5,2018-11-15 03:15:00,6223
67,,,4.37,,10.976,,,,,,40.46,2018-11-15 03:25:00,6223
68,,,3.58,,11.241,,,,,,40.38,2018-11-15 03:35:00,6223
69,,,2.45,,11.404,,,,,,40.29,2018-11-15 03:45:00,6223
70,,,4.22,,11.05,,,,,,40.21,2018-11-15 03:55:00,6223
71,,,3.35,,10.386,,,,,,40.13,2018-11-15 04:05:00,6223
72,,,4.13,,9.902,,,,,,40.04,2018-11-15 04:15:00,6223
73,,,5.96,,9.417,,,,,,39.96,2018-11-15 04:25:00,6223
74,,,2.41,,9.32,,,,,,39.88,2018-11-15 04:35:00,6223
75,,,2.08,,8.844,,,,,,39.79,2018-11-15 04:45:00,6223
76,,,2.18,,8.274,,,,,,39.71,2018-11-15 04:55:00,6223
77,,,1.93,,7.757,,,,,,39.63,2018-11-15 05:05:00,6223
78,,,1.86,,6.862,,,,,,39.54,2018-11-15 05:15:00,6223
79,,,2.16,,5.966,,,,,,39.58,2018-11-15 05:25:00,6223
80,,,2.27,,5.164,,,,,,39.58,2018-11-15 05:35:00,6223
81,,,4.23,,5.107,,,,,,39.61,2018-11-15 05:45:00,6223
82,,,5.08,,5.942,,,,,,39.67,2018-11-15 05:55:00,6223
83,,,3.1,,6.817,,,,,,39.7,2018-11-15 06:05:00,6223
84,,,1.98,,7.293,,,,,,39.7,2018-11-15 06:15:00,6223
85,,,2.08,,7.354,,,,,,39.62,2018-11-15 06:25:00,6223
86,,,3.11,,7.321,,,,,,39.61,2018-11-15 06:35:00,6223
87,,,5.98,,7.663,,,,,,39.67,2018-11-15 06:45:00,6223
88,,,5.53,,8.192,,,,,,39.79,2018-11-15 06:55:00,6223
89,,,3.24,,8.722,,,,,,39.82,2018-11-15 07:05:00,6223
90,,,3.64,,8.941,,,,,,39.88,2018-11-15 07:15:00,6223
91,,,6.95,,9.576,,,,,,39.88,2018-11-15 07:25:00,6223
92,,,3.7,,10.236,,,,,,40.0,2018-11-15 07:35:00,6223
93,,,3.09,,10.476,,,,,,40.03,2018-11-15 07:45:00,6223
94,,,3.8,,9.731,,,,,,40.1,2018-11-15 07:55:00,6223
95,,,3.19,,8.778,,,,,,40.19,2018-11-15 08:05:00,6223
96,,,2.99,,8.595,,,,,,40.28,2018-11-15 08:15:00,6223
97,,,2.6,,8.331,,,,,,40.37,2018-11-15 08:25:00,6223
98,,,2.62,,7.891,,,,,,40.46,2018-11-15 08:35:00,6223
99,,,1.72,,7.444,,,,,,40.52,2018-11-15 08:45:00,6223
100,,,2.49,,6.951,,,,,,40.61,2018-11-15 08:55:00,6223
101,,,3.1,,6.666,,,,,,40.67,2018-11-15 09:05:00,6223
102,,,3.82,,6.63,,,,,,40.77,2018-11-15 09:15:00,6223
103,,,2.98,,6.674,,,,,,40.83,2018-11-15 09:25:00,6223
104,,,3.21,,6.914,,,,,,40.92,2018-11-15 09:35:00,6223
105,,,3.58,,7.163,,,,,,41.01,2018-11-15 09:45:00,6223
106,,,2.36,,7.456,,,,,,41.11,2018-11-15 09:55:00,6223
107,,,2.79,,7.578,,,,,,41.17,2018-11-15 10:05:00,6223
108,,,3.18,,7.452,,,,,,41.29,2018-11-15 10:15:00,6223
109,,,4.14,,7.484,,,,,,41.38,2018-11-15 10:25:00,6223
110,,,1.46,,7.472,,,,,,41.42,2018-11-15 10:35:00,6223
111,,,1.45,,6.76,,,,,,41.45,2018-11-15 10:45:00,6223
112,,,2.21,,6.048,,,,,,41.51,2018-11-15 10:55:00,6223
113,,,1.93,,5.698,,,,,,41.63,2018-11-15 11:05:00,6223
114,,,3.3,,5.461,,,,,,41.73,2018-11-15 11:15:00,6223
115,,,1.68,,4.953,,,,,,41.76,2018-11-15 11:25:00,6223
116,,,3.14,,4.936,,,,,,41.79,2018-11-15 11:35:00,6223
117,,,1.48,,5.026,,,,,,41.82,2018-11-15 11:45:00,6223
118,,,1.07,,5.034,,,,,,41.82,2018-11-15 11:55:00,6223
119,,,9.28,,4.851,,,,,,41.91,2018-11-15 12:05:00,6223
120,,,2.38,,4.92,,,,,,42.01,2018-11-15 12:15:00,6223
121,,,2.84,,5.291,,,,,,42.01,2018-11-15 12:25:00,6223
122,,,8.96,,5.168,,,,,,41.94,2018-11-15 12:35:00,6223
123,,,7.27,,7.444,,,,,,41.88,2018-11-15 12:45:00,6223
124,,,13.85,,10.488,,,,,,41.8,2018-11-15 12:55:00,6223
125,,,4.25,,12.844,,,,,,41.79,2018-11-15 13:05:00,6223
126,,,4.82,,13.838,,,,,,41.76,2018-11-15 13:15:00,6223
127,,,4.99,,14.643,,,,,,41.73,2018-11-15 13:25:00,6223
128,,,3.77,,15.449,,,,,,41.64,2018-11-15 13:35:00,6223
129,,,2.74,,14.025,,,,,,41.56,2018-11-15 13:45:00,6223
130,,,3.26,,11.705,,,,,,41.48,2018-11-15 13:55:00,6223
131,,,4.059,,10.073,,,,,,41.39,2018-11-15 14:05:00,6223
132,,,4.46,,9.763,,,,,,41.31,2018-11-15 14:15:00,6223
133,,,5.6,,9.617,,,,,,41.23,2018-11-15 14:25:00,6223
134,,,4.5,,9.486,,,,,,41.14,2018-11-15 14:35:00,6223
135,,,3.99,,9.783,,,,,,41.06,2018-11-15 14:45:00,6223
136,,,3.81,,10.08,,,,,,40.98,2018-11-15 14:55:00,6223
137,,,2.85,,10.304,,,,,,40.89,2018-11-15 15:05:00,6223
138,,,1.78,,9.812,,,,,,40.81,2018-11-15 15:15:00,6223
139,,,1.71,,8.722,,,,,,40.77,2018-11-15 15:25:00,6223
140,,,1.25,,7.586,,,,,,40.86,2018-11-15 15:35:00,6223
141,,,1.89,,6.45,,,,,,40.92,2018-11-15 15:45:00,6223
142,,,5.86,,5.596,,,,,,40.98,2018-11-15 15:55:00,6223
143,,,6.33,,6.43,,,,,,40.98,2018-11-15 16:05:00,6223
144,,,4.89,,7.655,,,,,,40.9,2018-11-15 16:15:00,6223
145,,,6.449,,9.507,,,,,,40.82,2018-11-15 16:25:00,6223
147,,,6.839,,11.436,,,,,,40.73,2018-11-15 16:35:00,6223
149,,,3.939,,13.365,,,,,,40.65,2018-11-15 16:45:00,6223
151,,,1.829,,14.199,,,,,,40.57,2018-11-15 16:55:00,6223
153,,,3.199,,13.115,,,,,,40.48,2018-11-15 17:05:00,6223
155,,,4.379,,12.032,,,,,,40.4,2018-11-15 17:15:00,6223
157,,,4.399,,11.238,,,,,,40.32,2018-11-15 17:25:00,6223
159,,,3.989,,10.396,,,,,,40.43,2018-11-15 17:35:00,6223
161,,,2.619,,9.395,,,,,,40.58,2018-11-15 17:45:00,6223
163,,,3.039,,9.028,,,,,,40.71,2018-11-15 17:55:00,6223
165,,,2.549,,8.792,,,,,,40.77,2018-11-15 18:05:00,6223
167,,,3.419,,8.727,,,,,,40.8,2018-11-15 18:15:00,6223
169,,,3.049,,8.186,,,,,,40.8,2018-11-15 18:25:00,6223
171,,,4.379,,7.795,,,,,,40.8,2018-11-15 18:35:00,6223
173,,,5.699,,7.954,,,,,,40.74,2018-11-15 18:45:00,6223
175,,,6.869,,9.037,,,,,,40.65,2018-11-15 18:55:00,6223
177,,,7.099,,10.766,,,,,,40.57,2018-11-15 19:05:00,6223
179,,,5.799,,12.325,,,,,,40.49,2018-11-15 19:15:00,6223
181,,,6.619,,13.778,,,,,,40.4,2018-11-15 19:25:00,6223
183,,,2.459,,14.747,,,,,,40.32,2018-11-15 19:35:00,6223
185,,,2.069,,13.965,,,,,,40.24,2018-11-15 19:45:00,6223
187,,,1.889,,12.488,,,,,,40.15,2018-11-15 19:55:00,6223
189,,,1.649,,10.461,,,,,,40.07,2018-11-15 20:05:00,6223
191,,,2.949,,8.434,,,,,,39.99,2018-11-15 20:15:00,6223
193,,,3.739,,6.94,,,,,,40.06,2018-11-15 20:25:00,6223
195,,,3.669,,6.074,,,,,,40.12,2018-11-15 20:35:00,6223
197,,,2.929,,6.566,,,,,,40.12,2018-11-15 20:45:00,6223
199,,,3.099,,6.985,,,,,,40.12,2018-11-15 20:55:00,6223
201,,,2.719,,7.409,,,,,,40.16,2018-11-15 21:05:00,6223
203,,,2.75,,7.759,,,,,,40.16,2018-11-15 21:15:00,6223
205,,,3.55,,7.678,,,,,,40.16,2018-11-15 21:25:00,6223
207,,,3.119,,7.454,,,,,,40.16,2018-11-15 21:35:00,6223
209,,,1.999,,7.23,,,,,,40.12,2018-11-15 21:45:00,6223
211,,,2.449,,6.966,,,,,,40.12,2018-11-15 21:55:00,6223
213,,,2.61,,6.77,,,,,,40.12,2018-11-15 22:05:00,6223
215,,,3.29,,6.713,,,,,,40.19,2018-11-15 22:15:00,6223
217,,,2.61,,6.656,,,,,,40.22,2018-11-15 22:25:00,6223
219,,,3.62,,6.726,,,,,,40.25,2018-11-15 22:35:00,6223
221,,,3.47,,6.869,,,,,,40.25,2018-11-15 22:45:00,6223
223,,,4.33,,7.345,,,,,,40.16,2018-11-15 22:55:00,6223
225,,,4.37,,8.111,,,,,,40.08,2018-11-15 23:05:00,6223
227,,,5.14,,8.827,,,,,,40.0,2018-11-15 23:15:00,6223
229,,,3.9,,9.544,,,,,,39.91,2018-11-15 23:25:00,6223
231,,,3.94,,9.808,,,,,,39.83,2018-11-15 23:35:00,6223
233,,,4.15,,10.0,,,,,,39.75,2018-11-15 23:45:00,6223
235,,,5.82,,10.215,,,,,,39.66,2018-11-15 23:55:00,6223
237,,,3.25,,10.142,,,,,,39.58,2018-11-16 00:05:00,6223
239,,,3.3,,9.706,,,,,,39.5,2018-11-16 00:15:00,6223
241,,,1.72,,9.251,,,,,,39.41,2018-11-16 00:25:00,6223
243,,,3.71,,8.99,,,,,,39.33,2018-11-16 00:35:00,6223
245,,,4.019,,8.897,,,,,,39.28,2018-11-16 00:45:00,6223
247,,,2.749,,8.717,,,,,,39.4,2018-11-16 00:55:00,6223
249,,,4.529,,8.664,,,,,,39.55,2018-11-16 01:05:00,6223
251,,,2.679,,8.44,,,,,,39.64,2018-11-16 01:15:00,6223
253,,,2.229,,8.207,,,,,,39.64,2018-11-16 01:25:00,6223
255,,,3.639,,7.955,,,,,,39.56,2018-11-16 01:35:00,6223
257,,,3.779,,7.926,,,,,,39.52,2018-11-16 01:45:00,6223
259,,,2.319,,7.897,,,,,,39.49,2018-11-16 01:55:00,6223
261,,,1.959,,7.205,,,,,,39.49,2018-11-16 02:05:00,6223
263,,,2.62,,7.03,,,,,,39.49,2018-11-16 02:15:00,6223
265,,,3.26,,7.006,,,,,,39.52,2018-11-16 02:25:00,6223
267,,,3.25,,7.238,,,,,,39.55,2018-11-16 02:35:00,6223
269,,,4.66,,7.084,,,,,,39.61,2018-11-16 02:45:00,6223
271,,,3.06,,6.926,,,,,,39.67,2018-11-16 02:55:00,6223
273,,,5.109,,7.879,,,,,,39.67,2018-11-16 03:05:00,6223
275,,,3.809,,8.485,,,,,,39.7,2018-11-16 03:15:00,6223
277,,,2.359,,8.969,,,,,,39.7,2018-11-16 03:25:00,6223
279,,,3.379,,9.021,,,,,,39.67,2018-11-16 03:35:00,6223
281,,,2.959,,8.899,,,,,,39.64,2018-11-16 03:45:00,6223
283,,,2.029,,8.781,,,,,,39.64,2018-11-16 03:55:00,6223
285,,,1.849,,7.71,,,,,,39.64,2018-11-16 04:05:00,6223
287,,,2.869,,6.985,,,,,,39.67,2018-11-16 04:15:00,6223
289,,,5.139,,6.603,,,,,,39.67,2018-11-16 04:25:00,6223
291,,,4.389,,7.014,,,,,,39.73,2018-11-16 04:35:00,6223
293,,,3.669,,7.596,,,,,,39.73,2018-11-16 04:45:00,6223
295,,,1.809,,7.885,,,,,,39.73,2018-11-16 04:55:00,6223
297,,,2.409,,8.039,,,,,,39.65,2018-11-16 05:05:00,6223
299,,,2.149,,8.088,,,,,,39.64,2018-11-16 05:15:00,6223
301,,,2.659,,7.901,,,,,,39.67,2018-11-16 05:25:00,6223
303,,,2.689,,7.197,,,,,,39.7,2018-11-16 05:35:00,6223
305,,,2.849,,6.505,,,,,,39.73,2018-11-16 05:45:00,6223
307,,,2.459,,6.106,,,,,,39.79,2018-11-16 05:55:00,6223
309,,,1.639,,6.126,,,,,,39.79,2018-11-16 06:05:00,6223
311,,,2.209,,6.151,,,,,,39.82,2018-11-16 06:15:00,6223
313,,,3.679,,6.07,,,,,,39.88,2018-11-16 06:25:00,6223
315,,,3.869,,6.485,,,,,,39.91,2018-11-16 06:35:00,6223
317,,,3.469,,6.888,,,,,,39.91,2018-11-16 06:45:00,6223
319,,,3.579,,7.25,,,,,,39.85,2018-11-16 06:55:00,6223
321,,,9.109,,7.706,,,,,,39.77,2018-11-16 07:05:00,6223
323,,,5.87,,9.196,,,,,,39.7,2018-11-16 07:15:00,6223
325,,,5.53,,10.686,,,,,,39.62,2018-11-16 07:25:00,6223
327,,,5.76,,11.533,,,,,,39.58,2018-11-16 07:35:00,6223
329,,,4.93,,12.286,,,,,,39.5,2018-11-16 07:45:00,6223
331,,,3.26,,12.836,,,,,,39.46,2018-11-16 07:55:00,6223
333,,,3.22,,12.706,,,,,,39.52,2018-11-16 08:05:00,6223
335,,,1.81,,11.628,,,,,,39.52,2018-11-16 08:15:00,6223
337,,,4.54,,10.549,,,,,,39.52,2018-11-16 08:25:00,6223
339,,,3.82,,9.759,,,,,,39.44,2018-11-16 08:35:00,6223
341,,,4.89,,9.356,,,,,,39.35,2018-11-16 08:45:00,6223
343,,,3.7,,8.905,,,,,,39.27,2018-11-16 08:55:00,6223
345,,,3.08,,9.084,,,,,,39.19,2018-11-16 09:05:00,6223
347,,,3.35,,9.137,,,,,,39.1,2018-11-16 09:15:00,6223
349,,,3.19,,9.124,,,,,,39.02,2018-11-16 09:25:00,6223
351,,,3.36,,8.933,,,,,,38.98,2018-11-16 09:35:00,6223
353,,,3.25,,8.408,,,,,,39.04,2018-11-16 09:45:00,6223
355,,,4.37,,8.221,,,,,,39.16,2018-11-16 09:55:00,6223
357,,,2.84,,8.038,,,,,,39.28,2018-11-16 10:05:00,6223
359,,,2.82,,7.83,,,,,,39.37,2018-11-16 10:15:00,6223
361,,,5.02,,7.688,,,,,,39.46,2018-11-16 10:25:00,6223
363,,,5.01,,8.363,,,,,,39.52,2018-11-16 10:35:00,6223
365,,,4.93,,9.08,,,,,,39.55,2018-11-16 10:45:00,6223
367,,,6.65,,9.751,,,,,,39.58,2018-11-16 10:55:00,6223
369,,,4.31,,10.435,,,,,,39.58,2018-11-16 11:05:00,6223
371,,,3.22,,11.033,,,,,,39.58,2018-11-16 11:15:00,6223
373,,,3.64,,11.359,,,,,,39.67,2018-11-16 11:25:00,6223
375,,,3.4,,10.704,,,,,,39.82,2018-11-16 11:35:00,6223
377,,,3.53,,10.101,,,,,,40.0,2018-11-16 11:45:00,6223
379,,,3.6,,9.499,,,,,,40.16,2018-11-16 11:55:00,6223
381,,,2.59,,8.929,,,,,,40.28,2018-11-16 12:05:00,6223
383,,,6.98,,8.64,,,,,,40.37,2018-11-16 12:15:00,6223
385,,,3.63,,8.636,,,,,,40.49,2018-11-16 12:25:00,6223
387,,,4.9,,9.247,,,,,,40.49,2018-11-16 12:35:00,6223
389,,,6.63,,9.804,,,,,,40.41,2018-11-16 12:45:00,6223
391,,,5.99,,10.805,,,,,,40.32,2018-11-16 12:55:00,6223
393,,,7.38,,12.067,,,,,,40.28,2018-11-16 13:05:00,6223
395,,,6.6,,13.288,,,,,,40.28,2018-11-16 13:15:00,6223
397,,,3.94,,14.497,,,,,,40.28,2018-11-16 13:25:00,6223
399,,,2.73,,14.106,,,,,,40.31,2018-11-16 13:35:00,6223
401,,,2.55,,13.223,,,,,,40.34,2018-11-16 13:45:00,6223
403,,,3.42,,11.896,,,,,,40.43,2018-11-16 13:55:00,6223
405,,,4.12,,10.59,,,,,,40.52,2018-11-16 14:05:00,6223
