,act_heat_index,act_heat_index_smart,animal_activity,heat_index,low_pass_over_activity,percentile60_of_5day_temp,stomach_temp,temp_dec_index,temp_height_index,temp_inc_index,temp_without_drink_cycles,time,CowID
0,,,0.0,,0.0,,,,,,,2018-08-03 10:43:00,11618
1,,,7.82,,4.774,,,,,,,2018-08-03 10:53:00,11618
2,,,5.48,,7.643,,,,,,,2018-08-03 11:03:00,11618
3,,,13.83,,10.506,,,,,,39.22,2018-08-03 11:13:00,11618
4,,,15.29,,15.159,,,,,,39.64,2018-08-03 11:23:00,11618
5,,,11.719,,18.262,,,,,,39.7,2018-08-03 11:33:00,11618
6,,,8.569,,23.031,,,,,,39.7,2018-08-03 11:43:00,11618
7,,,4.629,,24.927,,,,,,39.67,2018-08-03 11:53:00,11618
8,,,9.27,,26.185,,,,,,39.59,2018-08-03 12:03:00,11618
9,,,11.129,,26.775,,,,,,39.58,2018-08-03 12:13:00,11618
10,,,7.479,,24.919,,,,,,39.61,2018-08-03 12:23:00,11618
11,,,4.919,,22.334,,,,,,39.61,2018-08-03 12:33:00,11618
12,,,7.609,,20.608,,,,,,39.53,2018-08-03 12:43:00,11618
13,,,3.789,,19.123,,,,,,39.52,2018-08-03 12:53:00,11618
14,,,3.159,,17.177,,,,,,39.49,2018-08-03 13:03:00,11618
15,,,5.839,,14.947,,,,,,39.43,2018-08-03 13:13:00,11618
16,,,6.159,,13.55,,,,,,39.43,2018-08-03 13:23:00,11618
17,,,7.039,,13.013,,,,,,39.43,2018-08-03 13:33:00,11618
18,,,2.929,,12.476,,,,,,39.43,2018-08-03 13:43:00,11618
19,,,5.259,,12.614,,,,,,39.37,2018-08-03 13:53:00,11618
20,,,6.579,,13.212,,,,,,39.37,2018-08-03 14:03:00,11618
21,,,6.049,,14.132,,,,,,39.4,2018-08-03 14:13:00,11618
22,,,4.809,,14.218,,,,,,39.4,2018-08-03 14:23:00,11618
23,,,4.729,,13.668,,,,,,39.4,2018-08-03 14:33:00,11618
24,,,3.509,,13.086,,,,,,39.34,2018-08-03 14:43:00,11618
25,,,2.929,,12.374,,,,,,39.34,2018-08-03 14:53:00,11618
26,,,7.589,,11.662,,,,,,39.37,2018-08-03 15:03:00,11618
27,,,4.85,,11.174,,,,,,39.46,2018-08-03 15:13:00,11618
28,,,4.038,,10.686,,,,,,39.46,2018-08-03 15:23:00,11618
29,,,2.139,,10.372,,,,,,39.38,2018-08-03 15:33:00,11618
30,,,2.809,,9.59,,,,,,39.37,2018-08-03 15:43:00,11618
31,,,4.219,,9.306,,,,,,39.4,2018-08-03 15:53:00,11618
32,,,4.209,,9.59,,,,,,39.46,2018-08-03 16:03:00,11618
33,,,6.249,,9.334,,,,,,39.55,2018-08-03 16:13:00,11618
34,,,7.629,,9.903,,,,,,39.64,2018-08-03 16:23:00,11618
35,,,5.299,,10.803,,,,,,39.64,2018-08-03 16:33:00,11618
36,,,3.959,,11.816,,,,,,39.64,2018-08-03 16:43:00,11618
37,,,4.779,,12.618,,,,,,39.58,2018-08-03 16:53:00,11618
38,,,2.819,,12.516,,,,,,39.52,2018-08-03 17:03:00,11618
39,,,9.45,,12.744,,,,,,39.52,2018-08-03 17:13:00,11618
40,,,8.61,,13.705,,,,,,39.64,2018-08-03 17:23:00,11618
41,,,6.819,,14.666,,,,,,39.64,2018-08-03 17:33:00,11618
42,,,5.27,,15.285,,,,,,39.56,2018-08-03 17:43:00,11618
43,,,5.239,,15.485,,,,,,39.47,2018-08-03 17:53:00,11618
