,act_heat_index,act_heat_index_smart,animal_activity,heat_index,low_pass_over_activity,percentile60_of_5day_temp,stomach_temp,temp_dec_index,temp_height_index,temp_inc_index,temp_without_drink_cycles,time,CowID
0,,,0.0,,0.0,,,,,,,2019-02-08 19:15:00,11427
1,,,1.18,,0.72,,,,,,,2019-02-08 19:25:00,11427
2,,,2.429,,1.44,,,,,,,2019-02-08 19:35:00,11427
3,,,0.0,,1.8,,,,,,4.63,2019-02-08 19:45:00,11427
4,,,0.0,,1.44,,,,,,4.55,2019-02-08 19:55:00,11427
5,,,0.0,,1.2,,,,,,4.46,2019-02-08 20:05:00,11427
6,,,0.0,,1.2,,,,,,4.38,2019-02-08 20:15:00,11427
7,,,0.0,,0.96,,,,,,4.3,2019-02-08 20:25:00,11427
8,,,0.0,,0.48,,,,,,4.21,2019-02-08 20:35:00,11427
9,,,0.0,,0.0,,,,,,4.13,2019-02-08 20:45:00,11427
10,,,0.0,,0.0,,,,,,4.05,2019-02-08 20:55:00,11427
11,,,0.0,,0.0,,,,,,3.96,2019-02-08 21:05:00,11427
12,,,0.0,,0.0,,,,,,3.88,2019-02-08 21:15:00,11427
13,,,0.0,,0.0,,,,,,3.8,2019-02-08 21:25:00,11427
14,,,0.029,,0.0,,,,,,3.71,2019-02-08 21:35:00,11427
15,,,1.449,,0.011,,,,,,3.63,2019-02-08 21:45:00,11427
16,,,0.129,,0.064,,,,,,3.55,2019-02-08 21:55:00,11427
17,,,0.199,,0.145,,,,,,3.46,2019-02-08 22:05:00,11427
18,,,0.0,,0.197,,,,,,3.38,2019-02-08 22:15:00,11427
19,,,0.0,,0.197,,,,,,3.3,2019-02-08 22:25:00,11427
20,,,0.0,,0.197,,,,,,3.21,2019-02-08 22:35:00,11427
21,,,0.0,,0.185,,,,,,3.13,2019-02-08 22:45:00,11427
22,,,0.0,,0.133,,,,,,3.05,2019-02-08 22:55:00,11427
23,,,0.0,,0.052,,,,,,2.96,2019-02-08 23:05:00,11427
24,,,0.0,,0.0,,,,,,2.88,2019-02-08 23:15:00,11427
25,,,0.0,,0.0,,,,,,2.8,2019-02-08 23:25:00,11427
26,,,0.0,,0.0,,,,,,2.71,2019-02-08 23:35:00,11427
27,,,0.0,,0.0,,,,,,2.63,2019-02-08 23:45:00,11427
28,,,0.0,,0.0,,,,,,2.55,2019-02-08 23:55:00,11427
29,,,0.0,,0.0,,,,,,2.46,2019-02-09 00:05:00,11427
30,,,0.0,,0.0,,,,,,2.38,2019-02-09 00:15:00,11427
31,,,0.0,,0.0,,,,,,2.3,2019-02-09 00:25:00,11427
32,,,0.0,,0.0,,,,,,2.21,2019-02-09 00:35:00,11427
33,,,0.0,,0.0,,,,,,2.13,2019-02-09 00:45:00,11427
34,,,0.0,,0.0,,,,,,2.05,2019-02-09 00:55:00,11427
35,,,0.0,,0.0,,,,,,1.96,2019-02-09 01:05:00,11427
36,,,0.0,,0.0,,,,,,1.88,2019-02-09 01:15:00,11427
37,,,0.0,,0.0,,,,,,1.8,2019-02-09 01:25:00,11427
38,,,0.0,,0.0,,,,,,1.71,2019-02-09 01:35:00,11427
39,,,0.0,,0.0,,,,,,1.63,2019-02-09 01:45:00,11427
40,,,0.0,,0.0,,,,,,1.55,2019-02-09 01:55:00,11427
41,,,0.0,,0.0,,,,,,1.46,2019-02-09 02:05:00,11427
42,,,0.0,,0.0,,,,,,1.38,2019-02-09 02:15:00,11427
43,,,0.0,,0.0,,,,,,1.3,2019-02-09 02:25:00,11427
44,,,0.0,,0.0,,,,,,1.21,2019-02-09 02:35:00,11427
