,act_heat_index,act_heat_index_smart,animal_activity,heat_index,low_pass_over_activity,percentile60_of_5day_temp,stomach_temp,temp_dec_index,temp_height_index,temp_inc_index,temp_without_drink_cycles,time,CowID
0,,,0.0,,0.0,,,,,,,2019-02-27 14:10:00,12072
1,,,11.21,,6.843,,,,,,,2019-02-27 14:20:00,12072
2,,,0.12,,4.66,,,,,,,2019-02-27 14:30:00,12072
3,,,0.0,,3.568,,,,,,15.47,2019-02-27 14:40:00,12072
4,,,0.0,,2.854,,,,,,15.38,2019-02-27 14:50:00,12072
5,,,0.0,,2.378,,,,,,15.3,2019-02-27 15:00:00,12072
6,,,0.0,,2.378,,,,,,15.22,2019-02-27 15:10:00,12072
7,,,0.0,,0.097,,,,,,15.13,2019-02-27 15:20:00,12072
8,,,0.0,,0.048,,,,,,15.05,2019-02-27 15:30:00,12072
9,,,0.0,,0.0,,,,,,14.97,2019-02-27 15:40:00,12072
10,,,0.0,,0.0,,,,,,14.88,2019-02-27 15:50:00,12072
11,,,15.29,,0.0,,,,,,14.8,2019-02-27 16:00:00,12072
12,,,2.72,,1.107,,,,,,14.72,2019-02-27 16:10:00,12072
13,,,2.27,,2.214,,,,,,36.42,2019-02-27 16:20:00,12072
14,,,7.359,,3.321,,,,,,39.56,2019-02-27 16:30:00,12072
15,,,7.84,,6.316,,,,,,39.8,2019-02-27 16:40:00,12072
16,,,5.439,,9.311,,,,,,39.81,2019-02-27 16:50:00,12072
17,,,4.64,,11.525,,,,,,39.94,2019-02-27 17:00:00,12072
18,,,3.92,,12.306,,,,,,39.95,2019-02-27 17:10:00,12072
19,,,10.129,,13.087,,,,,,39.97,2019-02-27 17:20:00,12072
20,,,9.2,,15.725,,,,,,40.01,2019-02-27 17:30:00,12072
21,,,11.51,,16.852,,,,,,39.97,2019-02-27 17:40:00,12072
22,,,13.19,,18.542,,,,,,39.89,2019-02-27 17:50:00,12072
23,,,8.329,,21.013,,,,,,39.8,2019-02-27 18:00:00,12072
24,,,7.799,,22.514,,,,,,39.72,2019-02-27 18:10:00,12072
25,,,13.479,,24.015,,,,,,39.64,2019-02-27 18:20:00,12072
26,,,9.919,,24.308,,,,,,39.55,2019-02-27 18:30:00,12072
27,,,8.48,,24.223,,,,,,39.53,2019-02-27 18:40:00,12072
