,act_heat_index,act_heat_index_smart,animal_activity,heat_index,low_pass_over_activity,percentile60_of_5day_temp,stomach_temp,temp_dec_index,temp_height_index,temp_inc_index,temp_without_drink_cycles,time,CowID
0,,,0.0,,0.0,,,,,,,2018-09-12 12:36:00,7932
1,,,6.91,,4.218,,,,,,,2018-09-12 12:46:00,7932
2,,,7.97,,8.437,,,,,,,2018-09-12 12:56:00,7932
3,,,9.12,,11.193,,,,,,39.43,2018-09-12 13:06:00,7932
4,,,8.53,,13.12,,,,,,39.43,2018-09-12 13:16:00,7932
5,,,6.42,,14.405,,,,,,39.35,2018-09-12 13:26:00,7932
6,,,4.69,,17.018,,,,,,39.26,2018-09-12 13:36:00,7932
7,,,2.55,,17.521,,,,,,39.34,2018-09-12 13:46:00,7932
8,,,3.06,,15.954,,,,,,39.61,2018-09-12 13:56:00,7932
9,,,3.04,,13.947,,,,,,39.76,2018-09-12 14:06:00,7932
10,,,2.46,,11.713,,,,,,39.94,2018-09-12 14:16:00,7932
11,,,2.43,,9.242,,,,,,40.12,2018-09-12 14:26:00,7932
12,,,1.82,,7.619,,,,,,40.31,2018-09-12 14:36:00,7932
13,,,0.72,,6.45,,,,,,40.46,2018-09-12 14:46:00,7932
14,,,1.65,,5.877,,,,,,40.61,2018-09-12 14:56:00,7932
15,,,1.75,,5.311,,,,,,40.74,2018-09-12 15:06:00,7932
16,,,2.23,,4.786,,,,,,40.8,2018-09-12 15:16:00,7932
17,,,2.28,,4.692,,,,,,40.83,2018-09-12 15:26:00,7932
18,,,2.71,,4.631,,,,,,40.86,2018-09-12 15:36:00,7932
19,,,2.27,,4.818,,,,,,40.92,2018-09-12 15:46:00,7932
20,,,2.44,,5.14,,,,,,40.98,2018-09-12 15:56:00,7932
21,,,1.4,,5.392,,,,,,41.04,2018-09-12 16:06:00,7932
22,,,1.37,,5.25,,,,,,41.11,2018-09-12 16:16:00,7932
23,,,1.33,,4.9,,,,,,41.17,2018-09-12 16:26:00,7932
24,,,5.28,,4.529,,,,,,41.26,2018-09-12 16:36:00,7932
25,,,2.92,,4.79,,,,,,41.35,2018-09-12 16:46:00,7932
26,,,1.89,,4.985,,,,,,41.42,2018-09-12 16:56:00,7932
27,,,2.86,,5.225,,,,,,41.45,2018-09-12 17:06:00,7932
28,,,1.1,,5.425,,,,,,41.51,2018-09-12 17:16:00,7932
29,,,4.74,,6.031,,,,,,41.6,2018-09-12 17:26:00,7932
30,,,5.67,,7.403,,,,,,41.6,2018-09-12 17:36:00,7932
31,,,4.25,,8.144,,,,,,41.52,2018-09-12 17:46:00,7932
32,,,4.33,,8.717,,,,,,41.44,2018-09-12 17:56:00,7932
33,,,3.09,,9.283,,,,,,41.35,2018-09-12 18:06:00,7932
34,,,1.96,,9.772,,,,,,41.27,2018-09-12 18:16:00,7932
35,,,2.82,,9.755,,,,,,41.19,2018-09-12 18:26:00,7932
36,,,2.76,,8.949,,,,,,41.1,2018-09-12 18:36:00,7932
37,,,1.719,,8.144,,,,,,41.02,2018-09-12 18:46:00,7932
38,,,2.289,,7.313,,,,,,40.94,2018-09-12 18:56:00,7932
39,,,2.169,,6.466,,,,,,40.86,2018-09-12 19:06:00,7932
40,,,2.179,,6.095,,,,,,40.89,2018-09-12 19:16:00,7932
41,,,2.099,,5.83,,,,,,40.92,2018-09-12 19:26:00,7932
42,,,2.719,,5.594,,,,,,40.92,2018-09-12 19:36:00,7932
43,,,1.809,,5.325,,,,,,40.92,2018-09-12 19:46:00,7932
44,,,3.799,,5.5,,,,,,40.89,2018-09-12 19:56:00,7932
45,,,2.219,,5.52,,,,,,40.86,2018-09-12 20:06:00,7932
46,,,1.409,,5.536,,,,,,40.86,2018-09-12 20:16:00,7932
47,,,1.259,,5.227,,,,,,40.78,2018-09-12 20:26:00,7932
48,,,0.979,,4.853,,,,,,40.77,2018-09-12 20:36:00,7932
49,,,3.809,,4.511,,,,,,40.77,2018-09-12 20:46:00,7932
50,,,4.609,,4.954,,,,,,40.68,2018-09-12 20:56:00,7932
51,,,3.809,,5.601,,,,,,40.6,2018-09-12 21:06:00,7932
52,,,4.409,,6.493,,,,,,40.52,2018-09-12 21:16:00,7932
53,,,2.759,,7.47,,,,,,40.43,2018-09-12 21:26:00,7932
54,,,4.289,,8.703,,,,,,40.35,2018-09-12 21:36:00,7932
55,,,2.809,,9.334,,,,,,40.27,2018-09-12 21:46:00,7932
56,,,5.019,,9.529,,,,,,40.18,2018-09-12 21:56:00,7932
57,,,2.229,,9.122,,,,,,40.1,2018-09-12 22:06:00,7932
58,,,2.709,,8.43,,,,,,40.06,2018-09-12 22:16:00,7932
59,,,2.779,,7.982,,,,,,40.03,2018-09-12 22:26:00,7932
60,,,3.809,,7.368,,,,,,40.03,2018-09-12 22:36:00,7932
61,,,3.56,,7.673,,,,,,40.03,2018-09-12 22:46:00,7932
62,,,1.97,,7.377,,,,,,40.06,2018-09-12 22:56:00,7932
63,,,1.81,,7.035,,,,,,40.1,2018-09-12 23:06:00,7932
64,,,1.91,,6.71,,,,,,40.12,2018-09-12 23:16:00,7932
65,,,2.79,,6.385,,,,,,40.16,2018-09-12 23:26:00,7932
66,,,2.95,,6.389,,,,,,40.19,2018-09-12 23:36:00,7932
67,,,2.78,,6.076,,,,,,40.25,2018-09-12 23:46:00,7932
68,,,1.79,,5.759,,,,,,40.34,2018-09-12 23:56:00,7932
69,,,0.97,,5.685,,,,,,40.4,2018-09-13 00:06:00,7932
70,,,2.31,,5.636,,,,,,40.49,2018-09-13 00:16:00,7932
71,,,3.28,,5.799,,,,,,40.49,2018-09-13 00:26:00,7932
72,,,2.7,,5.763,,,,,,40.46,2018-09-13 00:36:00,7932
73,,,3.66,,5.962,,,,,,40.43,2018-09-13 00:46:00,7932
74,,,3.97,,6.32,,,,,,40.35,2018-09-13 00:56:00,7932
75,,,3.97,,7.207,,,,,,40.31,2018-09-13 01:06:00,7932
76,,,3.11,,8.095,,,,,,40.31,2018-09-13 01:16:00,7932
77,,,8.05,,8.77,,,,,,40.34,2018-09-13 01:26:00,7932
78,,,4.08,,9.332,,,,,,40.37,2018-09-13 01:36:00,7932
79,,,1.39,,9.658,,,,,,40.4,2018-09-13 01:46:00,7932
80,,,4.48,,9.829,,,,,,40.4,2018-09-13 01:56:00,7932
81,,,4.81,,10.036,,,,,,40.34,2018-09-13 02:06:00,7932
82,,,2.88,,10.244,,,,,,40.31,2018-09-13 02:16:00,7932
83,,,2.029,,9.8,,,,,,40.25,2018-09-13 02:26:00,7932
84,,,2.4,,9.116,,,,,,40.25,2018-09-13 02:36:00,7932
85,,,2.029,,8.282,,,,,,40.25,2018-09-13 02:46:00,7932
86,,,2.05,,7.455,,,,,,40.22,2018-09-13 02:56:00,7932
87,,,3.07,,6.466,,,,,,40.22,2018-09-13 03:06:00,7932
88,,,2.61,,5.705,,,,,,40.19,2018-09-13 03:16:00,7932
89,,,2.99,,5.75,,,,,,40.19,2018-09-13 03:26:00,7932
90,,,3.07,,5.99,,,,,,40.12,2018-09-13 03:36:00,7932
91,,,2.92,,6.381,,,,,,40.12,2018-09-13 03:46:00,7932
92,,,5.11,,6.796,,,,,,40.06,2018-09-13 03:56:00,7932
93,,,4.52,,7.802,,,,,,39.98,2018-09-13 04:06:00,7932
94,,,3.57,,8.579,,,,,,39.9,2018-09-13 04:16:00,7932
95,,,2.94,,8.815,,,,,,39.82,2018-09-13 04:26:00,7932
96,,,3.48,,9.015,,,,,,39.82,2018-09-13 04:36:00,7932
97,,,3.85,,9.214,,,,,,39.76,2018-09-13 04:46:00,7932
98,,,2.67,,9.381,,,,,,39.73,2018-09-13 04:56:00,7932
99,,,3.21,,8.848,,,,,,39.67,2018-09-13 05:06:00,7932
100,,,4.41,,8.315,,,,,,39.61,2018-09-13 05:16:00,7932
101,,,2.74,,8.167,,,,,,39.61,2018-09-13 05:26:00,7932
102,,,4.1,,8.42,,,,,,39.7,2018-09-13 05:36:00,7932
103,,,4.42,,8.673,,,,,,39.73,2018-09-13 05:46:00,7932
