,act_heat_index,act_heat_index_smart,animal_activity,heat_index,low_pass_over_activity,percentile60_of_5day_temp,stomach_temp,temp_dec_index,temp_height_index,temp_inc_index,temp_without_drink_cycles,time,CowID
0,,,0.0,,0.0,,,,,,,2018-06-06 15:15:00,11426
1,,,7.21,,4.401,,,,,,,2018-06-06 15:25:00,11426
2,,,2.53,,4.993,,,,,,,2018-06-06 15:35:00,11426
3,,,1.54,,5.289,,,,,,39.61,2018-06-06 15:45:00,11426
4,,,2.45,,5.428,,,,,,40.16,2018-06-06 15:55:00,11426
5,,,2.06,,5.362,,,,,,40.19,2018-06-06 16:05:00,11426
6,,,2.68,,6.359,,,,,,40.19,2018-06-06 16:15:00,11426
7,,,10.65,,5.982,,,,,,40.22,2018-06-06 16:25:00,11426
8,,,2.3,,6.043,,,,,,40.25,2018-06-06 16:35:00,11426
9,,,1.92,,5.95,,,,,,40.25,2018-06-06 16:45:00,11426
10,,,5.42,,5.889,,,,,,40.19,2018-06-06 16:55:00,11426
11,,,10.06,,7.256,,,,,,40.19,2018-06-06 17:05:00,11426
12,,,6.87,,9.055,,,,,,40.19,2018-06-06 17:15:00,11426
13,,,1.78,,10.761,,,,,,40.1,2018-06-06 17:25:00,11426
14,,,2.42,,10.655,,,,,,40.02,2018-06-06 17:35:00,11426
15,,,2.19,,10.61,,,,,,39.94,2018-06-06 17:45:00,11426
16,,,2.22,,10.577,,,,,,39.85,2018-06-06 17:55:00,11426
17,,,2.47,,9.275,,,,,,39.77,2018-06-06 18:05:00,11426
18,,,1.55,,7.382,,,,,,39.69,2018-06-06 18:15:00,11426
19,,,2.34,,5.539,,,,,,39.6,2018-06-06 18:25:00,11426
20,,,1.36,,5.185,,,,,,39.58,2018-06-06 18:35:00,11426
21,,,4.64,,5.246,,,,,,39.52,2018-06-06 18:45:00,11426
22,,,4.0,,5.97,,,,,,39.52,2018-06-06 18:55:00,11426
23,,,3.2,,6.695,,,,,,39.55,2018-06-06 19:05:00,11426
