,act_heat_index,act_heat_index_smart,animal_activity,heat_index,low_pass_over_activity,percentile60_of_5day_temp,stomach_temp,temp_dec_index,temp_height_index,temp_inc_index,temp_without_drink_cycles,time,CowID
0,,,0.0,,0.0,,,,,,,2018-06-08 15:39:00,11433
1,,,5.34,,3.26,,,,,,,2018-06-08 15:49:00,11433
2,,,2.889,,4.525,,,,,,,2018-06-08 15:59:00,11433
3,,,16.71,,6.653,,,,,,39.73,2018-06-08 16:09:00,11433
4,,,7.72,,9.093,,,,,,39.85,2018-06-08 16:19:00,11433
5,,,6.86,,10.719,,,,,,39.85,2018-06-08 16:29:00,11433
6,,,10.89,,13.862,,,,,,39.85,2018-06-08 16:39:00,11433
7,,,11.35,,17.207,,,,,,39.85,2018-06-08 16:49:00,11433
8,,,6.62,,20.463,,,,,,39.79,2018-06-08 16:59:00,11433
9,,,9.69,,22.234,,,,,,39.79,2018-06-08 17:09:00,11433
10,,,8.48,,22.543,,,,,,39.71,2018-06-08 17:19:00,11433
11,,,12.19,,23.345,,,,,,39.62,2018-06-08 17:29:00,11433
12,,,10.19,,24.35,,,,,,39.54,2018-06-08 17:39:00,11433
13,,,6.41,,24.065,,,,,,39.58,2018-06-08 17:49:00,11433
14,,,10.76,,23.781,,,,,,39.61,2018-06-08 17:59:00,11433
15,,,6.32,,22.446,,,,,,39.64,2018-06-08 18:09:00,11433
16,,,6.22,,21.566,,,,,,39.61,2018-06-08 18:19:00,11433
17,,,13.12,,20.195,,,,,,39.53,2018-06-08 18:29:00,11433
18,,,12.64,,21.192,,,,,,39.44,2018-06-08 18:39:00,11433
19,,,6.16,,22.189,,,,,,39.4,2018-06-08 18:49:00,11433
20,,,8.41,,21.465,,,,,,39.67,2018-06-08 18:59:00,11433
21,,,16.09,,22.279,,,,,,39.67,2018-06-08 19:09:00,11433
22,,,9.33,,23.504,,,,,,39.7,2018-06-08 19:19:00,11433
23,,,7.77,,24.729,,,,,,39.7,2018-06-08 19:29:00,11433
24,,,6.119,,22.747,,,,,,39.62,2018-06-08 19:39:00,11433
25,,,9.06,,20.765,,,,,,39.55,2018-06-08 19:49:00,11433
26,,,9.16,,21.029,,,,,,39.58,2018-06-08 19:59:00,11433
27,,,8.43,,21.294,,,,,,39.79,2018-06-08 20:09:00,11433
28,,,10.87,,21.225,,,,,,39.82,2018-06-08 20:19:00,11433
29,,,7.1,,20.858,,,,,,39.82,2018-06-08 20:29:00,11433
30,,,8.43,,21.127,,,,,,39.74,2018-06-08 20:39:00,11433
31,,,5.539,,20.854,,,,,,39.66,2018-06-08 20:49:00,11433
32,,,4.879,,19.421,,,,,,39.64,2018-06-08 20:59:00,11433
33,,,7.139,,17.988,,,,,,39.91,2018-06-08 21:09:00,11433
34,,,6.739,,17.003,,,,,,40.06,2018-06-08 21:19:00,11433
35,,,10.36,,16.477,,,,,,40.06,2018-06-08 21:29:00,11433
36,,,5.84,,15.789,,,,,,40.06,2018-06-08 21:39:00,11433
37,,,5.1,,15.276,,,,,,40.06,2018-06-08 21:49:00,11433
38,,,7.32,,15.399,,,,,,40.1,2018-06-08 21:59:00,11433
39,,,5.54,,15.399,,,,,,40.16,2018-06-08 22:09:00,11433
40,,,8.41,,15.636,,,,,,40.19,2018-06-08 22:19:00,11433
41,,,9.55,,16.153,,,,,,40.22,2018-06-08 22:29:00,11433
42,,,6.81,,16.833,,,,,,40.22,2018-06-08 22:39:00,11433
43,,,5.57,,17.228,,,,,,40.22,2018-06-08 22:49:00,11433
44,,,8.06,,17.623,,,,,,40.22,2018-06-08 22:59:00,11433
45,,,4.07,,17.635,,,,,,40.16,2018-06-08 23:09:00,11433
46,,,5.2,,16.772,,,,,,40.16,2018-06-08 23:19:00,11433
47,,,3.56,,15.006,,,,,,40.19,2018-06-08 23:29:00,11433
48,,,3.9,,13.17,,,,,,40.19,2018-06-08 23:39:00,11433
49,,,5.18,,11.986,,,,,,40.22,2018-06-08 23:49:00,11433
50,,,4.66,,11.111,,,,,,40.22,2018-06-08 23:59:00,11433
51,,,5.42,,10.952,,,,,,40.16,2018-06-09 00:09:00,11433
52,,,5.25,,10.972,,,,,,40.1,2018-06-09 00:19:00,11433
53,,,10.35,,11.522,,,,,,40.1,2018-06-09 00:29:00,11433
54,,,7.0,,12.783,,,,,,40.12,2018-06-09 00:39:00,11433
55,,,5.28,,14.045,,,,,,40.12,2018-06-09 00:49:00,11433
56,,,6.69,,14.871,,,,,,40.12,2018-06-09 00:59:00,11433
57,,,3.88,,14.912,,,,,,40.16,2018-06-09 01:09:00,11433
58,,,5.43,,14.985,,,,,,40.16,2018-06-09 01:19:00,11433
59,,,3.83,,14.358,,,,,,40.12,2018-06-09 01:29:00,11433
60,,,5.1,,13.585,,,,,,40.06,2018-06-09 01:39:00,11433
61,,,4.92,,12.739,,,,,,40.06,2018-06-09 01:49:00,11433
62,,,4.2,,12.018,,,,,,40.16,2018-06-09 01:59:00,11433
63,,,6.35,,11.872,,,,,,40.16,2018-06-09 02:09:00,11433
64,,,6.49,,12.246,,,,,,40.16,2018-06-09 02:19:00,11433
65,,,7.17,,13.308,,,,,,40.16,2018-06-09 02:29:00,11433
66,,,11.15,,14.151,,,,,,40.16,2018-06-09 02:39:00,11433
67,,,5.71,,15.067,,,,,,40.16,2018-06-09 02:49:00,11433
68,,,4.35,,15.388,,,,,,40.12,2018-06-09 02:59:00,11433
69,,,3.459,,15.156,,,,,,40.04,2018-06-09 03:09:00,11433
70,,,5.08,,14.342,,,,,,39.96,2018-06-09 03:19:00,11433
71,,,4.34,,13.467,,,,,,39.94,2018-06-09 03:29:00,11433
72,,,5.68,,12.617,,,,,,39.97,2018-06-09 03:39:00,11433
73,,,3.429,,11.465,,,,,,40.0,2018-06-09 03:49:00,11433
74,,,4.34,,10.907,,,,,,40.0,2018-06-09 03:59:00,11433
75,,,4.22,,10.854,,,,,,39.94,2018-06-09 04:09:00,11433
76,,,3.34,,10.801,,,,,,39.94,2018-06-09 04:19:00,11433
77,,,4.0,,10.663,,,,,,39.97,2018-06-09 04:29:00,11433
78,,,4.059,,10.223,,,,,,40.0,2018-06-09 04:39:00,11433
79,,,3.8,,10.085,,,,,,40.03,2018-06-09 04:49:00,11433
80,,,3.579,,9.865,,,,,,40.06,2018-06-09 04:59:00,11433
81,,,5.05,,9.694,,,,,,40.1,2018-06-09 05:09:00,11433
82,,,4.07,,9.633,,,,,,40.1,2018-06-09 05:19:00,11433
83,,,4.3,,9.755,,,,,,40.01,2018-06-09 05:29:00,11433
84,,,3.04,,9.784,,,,,,40.0,2018-06-09 05:39:00,11433
85,,,3.01,,9.393,,,,,,40.0,2018-06-09 05:49:00,11433
86,,,3.47,,9.084,,,,,,40.1,2018-06-09 05:59:00,11433
87,,,6.22,,8.949,,,,,,40.16,2018-06-09 06:09:00,11433
88,,,3.22,,8.705,,,,,,40.19,2018-06-09 06:19:00,11433
89,,,3.57,,8.408,,,,,,40.19,2018-06-09 06:29:00,11433
90,,,4.91,,8.205,,,,,,40.19,2018-06-09 06:39:00,11433
91,,,6.36,,8.966,,,,,,40.19,2018-06-09 06:49:00,11433
92,,,6.33,,10.305,,,,,,40.28,2018-06-09 06:59:00,11433
93,,,8.75,,11.481,,,,,,40.37,2018-06-09 07:09:00,11433
94,,,6.8,,12.836,,,,,,40.37,2018-06-09 07:19:00,11433
95,,,5.01,,14.151,,,,,,40.37,2018-06-09 07:29:00,11433
96,,,4.25,,14.737,,,,,,40.4,2018-06-09 07:39:00,11433
97,,,6.02,,14.778,,,,,,40.46,2018-06-09 07:49:00,11433
98,,,6.609,,14.652,,,,,,40.52,2018-06-09 07:59:00,11433
99,,,4.229,,14.513,,,,,,40.52,2018-06-09 08:09:00,11433
100,,,4.579,,13.609,,,,,,40.52,2018-06-09 08:19:00,11433
101,,,10.04,,12.705,,,,,,40.61,2018-06-09 08:29:00,11433
102,,,4.949,,12.68,,,,,,40.65,2018-06-09 08:39:00,11433
103,,,4.939,,12.656,,,,,,40.67,2018-06-09 08:49:00,11433
104,,,5.34,,12.22,,,,,,40.77,2018-06-09 08:59:00,11433
105,,,4.899,,11.78,,,,,,40.92,2018-06-09 09:09:00,11433
106,,,7.529,,12.089,,,,,,41.04,2018-06-09 09:19:00,11433
107,,,5.479,,12.456,,,,,,41.08,2018-06-09 09:29:00,11433
108,,,4.189,,12.671,,,,,,41.08,2018-06-09 09:39:00,11433
109,,,4.97,,12.68,,,,,,41.14,2018-06-09 09:49:00,11433
110,,,5.47,,12.689,,,,,,41.17,2018-06-09 09:59:00,11433
111,,,3.63,,12.701,,,,,,41.17,2018-06-09 10:09:00,11433
112,,,8.58,,12.754,,,,,,41.26,2018-06-09 10:19:00,11433
